財務省,中国財務局,山口財務事務所下関出張所,一般会計,普通財産,306866807,687216,306866807,0,0,0,0,0,0,0,0,0,0
財務省,中国財務局,岡山財務事務所,一般会計,普通財産,348290935,4905022,347969639,0,0,0,0,321296,0,0,0,0,0
財務省,中国財務局,岡山財務事務所倉敷出張所,一般会計,普通財産,165674804,188247,164193873,0,0,0,0,1480931,0,0,0,0,0
財務省,中国財務局,鳥取財務事務所,一般会計,普通財産,149901971,973408,149901971,0,0,0,0,0,0,0,0,0,0
財務省,中国財務局,松江財務事務所,一般会計,普通財産,38162669,1464539,38162074,0,0,0,0,595,0,0,0,0,0
財務省,四国財務局,本局,一般会計,普通財産,231782747,193254,231782747,0,0,0,0,0,0,0,0,332,0
財務省,四国財務局,松山財務事務所,一般会計,普通財産,255298590,268003,254581726,0,0,0,0,716864,0,0,0,0,0
財務省,四国財務局,徳島財務事務所,一般会計,普通財産,86152814,291731,85429473,0,0,0,0,723341,0,0,0,39,0
財務省,四国財務局,高知財務事務所,一般会計,普通財産,493975069,6875267,491206963,0,0,0,0,2736480,0,0,0,4,31626
財務省,九州財務局,本局,一般会計,普通財産,422067333,400628,422067331,0,0,0,0,2,0,0,0,0,0
財務省,九州財務局,大分財務事務所,一般会計,普通財産,358000249,639013,358000249,0,0,0,0,0,0,0,0,0,0
財務省,九州財務局,鹿児島財務事務所,一般会計,普通財産,95868069,1140405,95868069,0,0,0,0,0,0,0,0,0,0
財務省,九州財務局,鹿児島財務事務所名瀬出張所,一般会計,普通財産,105707746,351460,105707746,0,0,0,0,0,0,0,0,0,0
財務省,九州財務局,宮崎財務事務所,一般会計,普通財産,70759533,160609,70759533,0,0,0,0,0,0,0,0,0,0
財務省,福岡財務支局,本局,一般会計,普通財産,992397353,426340,983723260,0,0,0,0,8674093,0,0,0,0,0
財務省,福岡財務支局,本局小倉出張所,一般会計,普通財産,986071849,2146466,921081399,0,0,0,0,64990450,0,0,0,0,0
財務省,福岡財務支局,佐賀財務事務所,一般会計,普通財産,344187711,222112,340920044,0,0,0,0,3267667,0,0,0,0,0
財務省,福岡財務支局,長崎財務事務所,一般会計,普通財産,225014642,1122112,225014640,0,0,0,0,2,0,0,0,0,0
財務省,福岡財務支局,長崎財務事務所佐世保出張所,一般会計,普通財産,426505497,1701925,426319512,182.18,182.18,1,0,185984,0,0,0,0,0
財務省,福岡財務支局,長崎財務事務所（壱岐・対馬分）,一般会計,普通財産,6743749,1016589,6743714,0,0,0,0,35,0,0,0,0,0
財務省,沖縄総合事務局,財務部,一般会計,普通財産,314068691,235861,313056175,0,0,0,1012510,6,0,0,0,0,0
財務省,沖縄総合事務局,宮古財務出張所,一般会計,普通財産,416277477,59993,416277477,0,0,0,0,0,0,0,0,0,0
財務省,沖縄総合事務局,八重山財務出張所,一般会計,普通財産,32243096,1797242,32243096,0,0,0,0,0,0,0,0,0,0
財務省,理財局,理財局,一般会計,普通財産,46690994677803,0,0,0,0,0,0,0,46690994677803,0,0,0,0
