省庁名,部局所名,会計名,分類種類名,法人名,所在地,勘定名１,政府出資現在額１　（円）,勘定名２,政府出資現在額２　（円）,勘定名３,政府出資現在額３　（円）,勘定名４,政府出資現在額４　（円）,勘定名５,政府出資現在額５　（円）,勘定名６,政府出資現在額６　（円）,合計額　（円）,注釈
財務省,理財局,一般会計,普通財産,国立大学法人　京都工芸繊維大学,東京都千代田区霞が関３−１−１,-,29996290106,-,-,-,-,-,-,-,-,-,-,29996290106,-
財務省,理財局,一般会計,普通財産,国立大学法人　大阪大学,東京都千代田区霞が関３−１−１,-,348025764303,-,-,-,-,-,-,-,-,-,-,348025764303,-
財務省,理財局,一般会計,普通財産,国立大学法人　大阪教育大学,東京都千代田区霞が関３−１−１,-,68731315415,-,-,-,-,-,-,-,-,-,-,68731315415,-
財務省,理財局,一般会計,普通財産,国立大学法人　兵庫教育大学,東京都千代田区霞が関３−１−１,-,10704935814,-,-,-,-,-,-,-,-,-,-,10704935814,-
財務省,理財局,一般会計,普通財産,国立大学法人　神戸大学,東京都千代田区霞が関３−１−１,-,129347419683,-,-,-,-,-,-,-,-,-,-,129347419683,-
財務省,理財局,一般会計,普通財産,国立大学法人　奈良教育大学,東京都千代田区霞が関３−１−１,-,15472103856,-,-,-,-,-,-,-,-,-,-,15472103856,-
財務省,理財局,一般会計,普通財産,国立大学法人　奈良女子大学,東京都千代田区霞が関３−１−１,-,28994497026,-,-,-,-,-,-,-,-,-,-,28994497026,-
財務省,理財局,一般会計,普通財産,国立大学法人　和歌山大学,東京都千代田区霞が関３−１−１,-,22532559321,-,-,-,-,-,-,-,-,-,-,22532559321,-
財務省,理財局,一般会計,普通財産,国立大学法人　鳥取大学,東京都千代田区霞が関３−１−１,-,61007211219,-,-,-,-,-,-,-,-,-,-,61007211219,-
財務省,理財局,一般会計,普通財産,国立大学法人　島根大学,東京都千代田区霞が関３−１−１,-,32658028320,-,-,-,-,-,-,-,-,-,-,32658028320,-
財務省,理財局,一般会計,普通財産,国立大学法人　岡山大学,東京都千代田区霞が関３−１−１,-,83269663467,-,-,-,-,-,-,-,-,-,-,83269663467,-
財務省,理財局,一般会計,普通財産,国立大学法人　広島大学,東京都千代田区霞が関３−１−１,-,142911106967,-,-,-,-,-,-,-,-,-,-,142911106967,-
財務省,理財局,一般会計,普通財産,国立大学法人　山口大学,東京都千代田区霞が関３−１−１,-,40205811979,-,-,-,-,-,-,-,-,-,-,40205811979,-
財務省,理財局,一般会計,普通財産,国立大学法人　徳島大学,東京都千代田区霞が関３−１−１,-,65702868666,-,-,-,-,-,-,-,-,-,-,65702868666,-
財務省,理財局,一般会計,普通財産,国立大学法人　鳴門教育大学,東京都千代田区霞が関３−１−１,-,12025347981,-,-,-,-,-,-,-,-,-,-,12025347981,-
財務省,理財局,一般会計,普通財産,国立大学法人　香川大学,東京都千代田区霞が関３−１−１,-,34867486505,-,-,-,-,-,-,-,-,-,-,34867486505,-
財務省,理財局,一般会計,普通財産,国立大学法人　愛媛大学,東京都千代田区霞が関３−１−１,-,49520165777,-,-,-,-,-,-,-,-,-,-,49520165777,-
財務省,理財局,一般会計,普通財産,国立大学法人　高知大学,東京都千代田区霞が関３−１−１,-,43114882324,-,-,-,-,-,-,-,-,-,-,43114882324,-
財務省,理財局,一般会計,普通財産,国立大学法人　福岡教育大学,東京都千代田区霞が関３−１−１,-,28277587005,-,-,-,-,-,-,-,-,-,-,28277587005,-
財務省,理財局,一般会計,普通財産,国立大学法人　九州大学,東京都千代田区霞が関３−１−１,-,273933154603,-,-,-,-,-,-,-,-,-,-,273933154603,-
財務省,理財局,一般会計,普通財産,国立大学法人　九州工業大学,東京都千代田区霞が関３−１−１,-,40302420376,-,-,-,-,-,-,-,-,-,-,40302420376,-
財務省,理財局,一般会計,普通財産,国立大学法人　佐賀大学,東京都千代田区霞が関３−１−１,-,64818214354,-,-,-,-,-,-,-,-,-,-,64818214354,-
財務省,理財局,一般会計,普通財産,国立大学法人　長崎大学,東京都千代田区霞が関３−１−１,-,70646730220,-,-,-,-,-,-,-,-,-,-,70646730220,-
財務省,理財局,一般会計,普通財産,国立大学法人　熊本大学,東京都千代田区霞が関３−１−１,-,70918906275,-,-,-,-,-,-,-,-,-,-,70918906275,-
財務省,理財局,一般会計,普通財産,国立大学法人　大分大学,東京都千代田区霞が関３−１−１,-,40276975994,-,-,-,-,-,-,-,-,-,-,40276975994,-
財務省,理財局,一般会計,普通財産,国立大学法人　宮崎大学,東京都千代田区霞が関３−１−１,-,45836017766,-,-,-,-,-,-,-,-,-,-,45836017766,-
財務省,理財局,一般会計,普通財産,国立大学法人　鹿児島大学,東京都千代田区霞が関３−１−１,-,81719334063,-,-,-,-,-,-,-,-,-,-,81719334063,-
財務省,理財局,一般会計,普通財産,国立大学法人　鹿屋体育大学,東京都千代田区霞が関３−１−１,-,5585987465,-,-,-,-,-,-,-,-,-,-,5585987465,-
財務省,理財局,一般会計,普通財産,国立大学法人　琉球大学,東京都千代田区霞が関３−１−１,-,25796910408,-,-,-,-,-,-,-,-,-,-,25796910408,-
財務省,理財局,一般会計,普通財産,国立大学法人　政策研究大学院大学,東京都千代田区霞が関３−１−１,-,23570168500,-,-,-,-,-,-,-,-,-,-,23570168500,-
財務省,理財局,一般会計,普通財産,国立大学法人　北陸先端科学技術大学院大学,東京都千代田区霞が関３−１−１,-,11022518414,-,-,-,-,-,-,-,-,-,-,11022518414,-
財務省,理財局,一般会計,普通財産,国立大学法人　奈良先端科学技術大学院大学,東京都千代田区霞が関３−１−１,-,19366970401,-,-,-,-,-,-,-,-,-,-,19366970401,-
財務省,理財局,一般会計,普通財産,国立大学法人　総合研究大学院大学,東京都千代田区霞が関３−１−１,-,3510454034,-,-,-,-,-,-,-,-,-,-,3510454034,-
財務省,理財局,一般会計,普通財産,大学共同利用機関法人　人間文化研究機構,東京都千代田区霞が関３−１−１,-,62709062979,-,-,-,-,-,-,-,-,-,-,62709062979,-
財務省,理財局,一般会計,普通財産,大学共同利用機関法人　自然科学研究機構,東京都千代田区霞が関３−１−１,-,71593073151,-,-,-,-,-,-,-,-,-,-,71593073151,-
財務省,理財局,一般会計,普通財産,大学共同利用機関法人　高エネルギー加速器研究機構,東京都千代田区霞が関３−１−１,-,105455358225,-,-,-,-,-,-,-,-,-,-,105455358225,-
財務省,理財局,一般会計,普通財産,大学共同利用機関法人　情報・システム研究機構,東京都千代田区霞が関３−１−１,-,42234186372,-,-,-,-,-,-,-,-,-,-,42234186372,-
財務省,理財局,一般会計,普通財産,成田国際空港株式会社,東京都千代田区霞が関３−１−１,-,26174562387,-,-,-,-,-,-,-,-,-,-,26174562387,※当該法人へは、特別会計からも出資が行われており、国有財産の総額は262083711858円である。
財務省,理財局,一般会計,普通財産,中間貯蔵・環境安全事業株式会社,東京都千代田区霞が関３−１−１,環境安全事業勘定,0,-,-,-,-,-,-,-,-,-,-,0,※当該法人へは、特別会計からも出資が行われており、国有財産の総額は2865150830円である。
財務省,理財局,一般会計,普通財産,国立研究開発法人　日本原子力研究開発機構,東京都千代田区霞が関３−１−１,一般勘定,261663203056,-,-,-,-,-,-,-,-,-,-,261663203056,※当該法人へは、特別会計からも出資が行われており、国有財産の総額は521335741469円である。
財務省,理財局,一般会計,普通財産,独立行政法人　日本高速道路保有・債務返済機構,東京都千代田区霞が関３−１−１,高速道路勘定,7924186019742,鉄道勘定,30194443399,-,-,-,-,-,-,-,-,7954380463141,-
財務省,理財局,一般会計,普通財産,国立大学法人　富山大学,東京都千代田区霞が関３−１−１,-,41799900483,-,-,-,-,-,-,-,-,-,-,41799900483,-
財務省,理財局,一般会計,普通財産,国立大学法人　筑波技術大学,東京都千代田区霞が関３−１−１,-,10286733444,-,-,-,-,-,-,-,-,-,-,10286733444,-
財務省,理財局,一般会計,普通財産,東日本高速道路株式会社,東京都千代田区霞が関３−１−１,-,153025133006,-,-,-,-,-,-,-,-,-,-,153025133006,-
財務省,理財局,一般会計,普通財産,中日本高速道路株式会社,東京都千代田区霞が関３−１−１,-,178632774945,-,-,-,-,-,-,-,-,-,-,178632774945,-
財務省,理財局,一般会計,普通財産,西日本高速道路株式会社,東京都千代田区霞が関３−１−１,-,144592447531,-,-,-,-,-,-,-,-,-,-,144592447531,-
財務省,理財局,一般会計,普通財産,国立研究開発法人　医薬基盤・健康・栄養研究所,東京都千代田区霞が関３−１−１,開発振興勘定,16272935360,-,-,-,-,-,-,-,-,-,-,16272935360,※当該法人へは、特別会計からも出資が行われており、国有財産の総額は19797679845円である。
財務省,理財局,一般会計,普通財産,日本アルコール産業株式会社,東京都千代田区霞が関３−１−１,-,9695015462,-,-,-,-,-,-,-,-,-,-,9695015462,-
財務省,理財局,一般会計,普通財産,日本司法支援センター,東京都千代田区霞が関３−１−１,一般勘定,359578681,-,-,-,-,-,-,-,-,-,-,359578681,-
財務省,理財局,一般会計,普通財産,独立行政法人　住宅金融支援機構,東京都千代田区霞が関３−１−１,証券化支援勘定,646774140651,住宅融資保険勘定,124099351100,住宅資金貸付等勘定,389091919379,既往債権管理勘定,31792351538,-,-,-,-,1191757762668,※当該法人へは、特別会計からも出資が行われており、国有財産の総額は1314529252093円である。
財務省,理財局,一般会計,普通財産,独立行政法人　郵便貯金・簡易生命保険管理機構,東京都千代田区霞が関３−１−１,郵便貯金勘定,51948251667,簡易生命保険勘定,36140209840,-,-,-,-,-,-,-,-,88088461507,-
財務省,理財局,一般会計,普通財産,株式会社　日本政策金融公庫,東京都千代田区霞が関３−１−１,信用保険等業務勘定,1509940837508,国民一般向け業務勘定,639117560717,農林水産業者向け業務勘定,240677973281,中小企業者向け融資・証券化支援保証業務勘定,662186839055,危機対応円滑化業務勘定,634174092894,特定事業等促進円滑化業務勘定,235484516,3686332787971,※当該法人へは、特別会計からも出資が行われており、国有財産の総額は4787276757819円である。
財務省,理財局,一般会計,普通財産,輸出入・港湾関連情報処理センター株式会社,東京都千代田区霞が関３−１−１,-,2635356093,-,-,-,-,-,-,-,-,-,-,2635356093,-
財務省,理財局,一般会計,普通財産,国立研究開発法人　国立がん研究センター,東京都千代田区霞が関３−１−１,-,92424948802,-,-,-,-,-,-,-,-,-,-,92424948802,-
財務省,理財局,一般会計,普通財産,国立研究開発法人　国立循環器病研究センター,東京都千代田区霞が関３−１−１,-,28129643942,-,-,-,-,-,-,-,-,-,-,28129643942,-
財務省,理財局,一般会計,普通財産,国立研究開発法人　国立精神・神経医療研究センター,東京都千代田区霞が関３−１−１,-,32546052384,-,-,-,-,-,-,-,-,-,-,32546052384,-
財務省,理財局,一般会計,普通財産,国立研究開発法人　国立国際医療研究センター,東京都千代田区霞が関３−１−１,-,61758999922,-,-,-,-,-,-,-,-,-,-,61758999922,-
財務省,理財局,一般会計,普通財産,国立研究開発法人　国立成育医療研究センター,東京都千代田区霞が関３−１−１,-,35901449139,-,-,-,-,-,-,-,-,-,-,35901449139,-
財務省,理財局,一般会計,普通財産,国立研究開発法人　国立長寿医療研究センター,東京都千代田区霞が関３−１−１,-,9298525094,-,-,-,-,-,-,-,-,-,-,9298525094,-
財務省,理財局,一般会計,普通財産,株式会社　国際協力銀行,東京都千代田区霞が関３−１−１,-,35548057269,-,-,-,-,-,-,-,-,-,-,35548057269,※当該法人へは、特別会計からも出資が行われており、国有財産の総額は2472367383103円である。
財務省,理財局,一般会計,普通財産,阪神国際港湾株式会社,東京都千代田区霞が関３−１−１,-,853872793,-,-,-,-,-,-,-,-,-,-,853872793,-
財務省,理財局,一般会計,普通財産,横浜川崎国際港湾株式会社,東京都千代田区霞が関３−１−１,-,501444294,-,-,-,-,-,-,-,-,-,-,501444294,-
財務省,理財局,一般会計,普通財産,沖縄振興開発金融公庫,東京都千代田区霞が関３−１−１,-,68296320264,-,-,-,-,-,-,-,-,-,-,68296320264,※当該法人へは、特別会計からも出資が行われており、国有財産の総額は78936919689円である。
財務省,理財局,一般会計,普通財産,日本郵政株式会社,東京都千代田区霞が関３−１−１,-,2433240000000,-,-,-,-,-,-,-,-,-,-,2433240000000,※当該法人へは、特別会計からも出資が行われており、国有財産の総額は5440391646600円である。
財務省,理財局,一般会計,普通財産,首都高速道路株式会社,東京都千代田区霞が関３−１−１,-,18762981361,-,-,-,-,-,-,-,-,-,-,18762981361,-
財務省,理財局,一般会計,普通財産,阪神高速道路株式会社,東京都千代田区霞が関３−１−１,-,16967949390,-,-,-,-,-,-,-,-,-,-,16967949390,-
財務省,理財局,一般会計,普通財産,本州四国連絡高速道路株式会社,東京都千代田区霞が関３−１−１,-,9783457052,-,-,-,-,-,-,-,-,-,-,9783457052,-
財務省,理財局,一般会計,普通財産,物納有価証券（株式）,東京都千代田区霞が関３−１−１ほか,-,4287724787,-,-,-,-,-,-,-,-,-,-,4287724787,-
財務省,理財局,一般会計,普通財産,物納有価証券（その他証券）,東京都千代田区霞が関３−１−１ほか,-,880297000,-,-,-,-,-,-,-,-,-,-,880297000,-
