省庁名,部局名,部局所名,会計名,分類種類名,根拠法令,用途施設名称,所在地,貸付相手方,口座別合計価格　（円）,土地数量　（u）,土地価格　（円）,建物数量（建）　（u）,建物数量（延）　（u）,建物価格　（円）,立木竹価格　（円）,工作物価格　（円）,機械器具価格　（円）,都市計画区域,用途地域,建ぺい率,容積率
財務省,関東財務局,東京財務事務所,一般会計,普通財産,都市公園法 附則第９項,区立浜町公園敷地（総合）,東京都中央区日本橋浜町２−９３−１外,中央区,"4,157,826,763","40,428.88","4,157,826,763",0,0,0,0,0,0,市街化区域,商業地域,80,500
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,区立東日本橋児童遊園敷地,東京都中央区東日本橋３−７−４外,中央区,"82,662,922",112.72,"82,662,922",0,0,0,0,0,0,市街化区域,商業地域,80,700
財務省,関東財務局,東京財務事務所,一般会計,普通財産,都市公園法 附則第９項,区立坂本町公園（街区）,東京都中央区日本橋兜町１４４,中央区,"6,477,158,143","4,529.90","6,477,158,143",0,0,0,0,0,0,市街化区域,商業地域,80,600
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,西八丁堀児童遊園,東京都中央区八丁堀３−１２０−２,中央区,"235,131,193",271.3,"235,131,193",0,0,0,0,0,0,市街化区域,商業地域,80,600
財務省,関東財務局,東京財務事務所,一般会計,普通財産,下水道法 第３６条,雨水ポンプ場敷地,東京都中央区勝どき５−５０１−４,東京都,"805,389,396","2,043.31","805,389,396",0,0,0,0,0,0,市街化区域,第一種住居地域,60,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,区立檜町公園敷地,東京都港区赤坂９−１４２−３,港区,"3,142,007,507","14,011.58","3,142,007,507",0,0,0,0,0,0,市街化区域,第二種住居地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第１項,計量器箱設置敷地,東京都港区赤坂９−１４２−３のうち,東京都,"504,561",2.25,"504,561",0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,区立青葉公園（総合）,東京都港区南青山１−２１−６,港区,"595,595,212",710.98,"595,595,212",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,一ツ木公園敷地（街区）,東京都港区赤坂５−５２６−１外,港区,"1,875,679,937","1,777.85","1,875,679,937",0,0,0,0,0,0,市街化区域,第一種住居地域,60,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,一ツ木児童遊園敷地（条例）,東京都港区赤坂５−１３６−２,港区,"125,061,858",197.48,"125,061,858",0,0,0,0,0,0,市街化区域,第二種住居地域,60,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,青山公園,東京都港区六本木７−２０８−１外,東京都,"6,132,647,799","21,018.86","6,132,605,125",0,0,0,"42,674",0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,警察法 附則第１２項,警視庁警備待機所,東京都港区南青山１−５５−５３,警視庁,"1,376,091,356","1,680.72","1,376,091,356",0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,防火用貯水槽敷地,東京都港区南青山１−５５−１８７,東京消防庁,"23,676,203",118.11,"23,676,203",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,警察法 附則第１２項,麻布警察署署長公舎敷地,東京都港区西麻布１−５−１４,警視庁,"169,379,821",177.02,"169,379,821",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第２項第２号,社会福祉事業施設（乳児院特養老人ホ−ム）,東京都港区南麻布５−７９−６,社会福祉法人　恩賜財団慶福育児会,"4,928,908,960","3,548.95","4,928,908,960",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,警察法 附則第１２項,警視庁高輪警察署長公舎敷地,東京都港区高輪２−４１８−４,警視庁,"227,541,301",358.71,"227,541,301",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,警察法 附則第１２項,警視庁高輪警察署敷地,東京都港区高輪３−２１５−３,警視庁,"466,686,381",441.52,"466,686,381",0,0,0,0,0,0,市街化区域,近隣商業地域,80,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,高輪森の公園,東京都港区高輪３−４１７−４,港区,"1,943,088,753","1,639.05","1,943,084,251",0,0,0,"4,502",0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第２項第２号,保育所敷地,東京都港区高輪１−７０１−５７,社会福祉法人　恩賜財団東京都同胞援護会,"301,656,848",306.01,"301,656,848",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,松ケ丘児童遊園敷地（条例）,東京都港区高輪１−７０１−１２２,港区,"79,873,118",82.8,"79,873,118",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,首都高速道路２号線敷地,東京都港区芝公園２−４４８外,首都高速道路株式会社,"442,270,116","1,428.46","442,270,116",0,0,0,0,0,0,市街化区域,商業地域,80,600
財務省,関東財務局,東京財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,首都高速道路２号線敷地,東京都港区芝公園４−３０８,首都高速道路株式会社,"16,621,873",477.27,"16,621,873",0,0,0,0,0,0,市街化区域,商業地域,80,600
財務省,関東財務局,東京財務事務所,一般会計,普通財産,都市公園法 附則第９項,都立芝公園敷地（総合）,東京都港区芝公園１−２−１外,東京都,"2,735,087,481","75,728.12","2,735,087,481",0,0,0,0,0,0,市街化区域,第二種住居地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,首都高速道路２号線敷地,東京都港区芝公園４−３１５外,首都高速道路株式会社,"2,754,990",79.1,"2,754,990",0,0,0,0,0,0,市街化区域,商業地域,80,600
財務省,関東財務局,東京財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,首都高速道路２号線敷地,東京都港区芝１−１２７−２,首都高速道路株式会社,"25,315",1.95,"25,315",0,0,0,0,0,0,市街化区域,商業地域,80,500
財務省,関東財務局,東京財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,首都高速２号線用地,東京都港区白金５−１８５,首都高速道路株式会社,"778,271",7.61,"778,271",0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,公園（宮村児童遊園）敷地,東京都港区元麻布２−４２３−１,港区,"956,595,487",986.11,"956,595,487",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,亀塚公園,東京都港区三田４−５−１８,港区,"1,245,369,242","1,764.21","1,245,369,240",0,0,0,0,2,0,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,消防用貯水池（ため池）,東京都新宿区戸山１−４３−３０６,東京消防庁,"3,044,787",45.78,"3,044,787",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,都立戸山公園敷地（総合）,東京都新宿区戸山３−４３−１外,東京都,"2,533,185,760","10,549.99","2,532,732,866",0,0,0,"452,894",0,0,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,都立戸山公園敷地（総合）,東京都新宿区戸山２−４３−１８６のうち外,東京都,"3,023,760,711","8,608.04","3,023,760,711",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第２項第２号,保育所敷地,東京都新宿区百人町３−４２０−４６のうち,社会福祉法人　新栄会,"452,431,199",887.12,"452,431,199",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,警察法 附則第１２項,警視庁有家族待機宿舎敷地,東京都新宿区百人町３−４４７,警視庁,"838,279,316","1,786.93","838,279,316",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,ひまわり児童遊園敷地（街区）,東京都新宿区百人町４−９７４−４,新宿区,"288,342,907",591.26,"288,342,907",0,0,0,0,0,0,市街化区域,第一種住居地域,60,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,消防水利施設敷地,東京都新宿区百人町３−４２０−３７外,東京消防庁,"126,035,226",330.23,"126,035,224",0,0,0,0,2,0,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,都立戸山公園敷地（総合）,東京都新宿区大久保３−１７０外,東京都,"10,916,181,709","33,684.45","10,916,181,708",0,0,0,0,1,0,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第２項第３号,社会福祉事業施設敷地,東京都新宿区本塩町７−３のうち,社会福祉法人　日本盲人職能開発センター,"208,800,720",520.73,"208,800,720",0,0,0,0,0,0,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,区立かすみ児童遊園敷地（街区）,東京都新宿区霞ヶ丘町１６番１のうち,新宿区,"528,401,830",861.54,"528,401,830",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,神宮前公園敷地（街区）,東京都渋谷区神宮前２−２−１９,渋谷区,"370,984,417",468.42,"370,984,417",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,防災資機材格納庫敷地,東京都新宿区上落合２−４７２−１のうち,東京消防庁,"8,755,059",24.34,"8,755,059",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,おとめ山公園（近隣）,東京都新宿区下落合２−２９４−１５　外２筆,新宿区,"5,224,393,005","15,032.81","5,221,267,174",0,0,0,"3,125,831",0,0,市街化区域,第一種低層住居専用地域,60,150
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,区立荒井山公園（街区）,東京都新宿区西早稲田２−５３０−９,新宿区,"143,805,800",332.33,"143,805,800",0,0,0,0,0,0,市街化区域,第一種住居地域,60,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,水野原児童遊園敷地（街区）,東京都新宿区若松町８４−９,新宿区,"337,569,410",661.12,"337,569,410",0,0,0,0,0,0,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,東五軒公園（街区）,東京都新宿区東五軒町２９−３　外２,新宿区,"206,728,017",799.1,"206,728,017",0,0,0,0,0,0,市街化区域,準工業地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,首都高速４号線道路敷地,東京都新宿区南元町９−１,首都高速道路株式会社,"1,647,707,472","1,955.04","1,647,707,472",0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,富久町児童遊園敷地（街区）,東京都新宿区余丁町８８−２０,新宿区,"24,742,904",225.63,"24,742,904",0,0,0,0,0,0,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,余丁町児童公園敷地（街区）,東京都新宿区余丁町８８−２０,新宿区,"6,425,570",51.97,"6,425,570",0,0,0,0,0,0,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,首都高速４号線道路敷地,東京都新宿区南元町９−５地先外,首都高速道路株式会社,"7,947,019",223.55,"7,947,019",0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,区立若葉東公園敷地（街区）,東京都新宿区四谷１−１２−１１地先,新宿区,"519,967,444","5,045.68","519,967,444",0,0,0,0,0,0,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,警察法 附則第１２項,警視庁警備待機所四谷住宅敷地,東京都新宿区若葉１−２６−１,警視庁,"414,227,800",826.44,"414,227,800",0,0,0,0,0,0,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,戸山東公園（街区）,東京都新宿区戸山１−２４−３２,新宿区,"2,691,460",34.13,"2,691,460",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,都立戸山公園敷地（総合）,東京都新宿区大久保３−１７０−１のうち,東京都,"8,618,741,017","25,813.63","8,618,741,017",0,0,0,0,0,0,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,首都高速５号線早稲田出路敷地,東京都新宿区早稲田鶴巻町３７１−５０先,首都高速道路株式会社,"212,056",6.98,"212,056",0,0,0,0,0,0,市街化区域,商業地域,80,500
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,都立戸山公園敷地（総合）,東京都新宿区戸山３−４３−４８３,東京都,"1,518,833,751","4,174.32","1,518,833,751",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,西戸山公園敷地（近隣）,東京都新宿区百人町３−４２０−３０３,新宿区,"542,608,007","1,333.32","542,608,007",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,区立みどり児童遊園敷地（街区）,東京都新宿区百人町３−４２０−３９のうち,新宿区,"139,151,682",329.82,"139,151,682",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,都市公園（戸山公園）敷地,東京都新宿区戸山３−４３−３６８,東京都,"165,981,604",389.52,"165,981,604",0,0,0,0,0,0,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,新宿区立百人町ふれあい公園（街区）,東京都新宿区百人町３−４２０−３１３　外１筆,新宿区,"1,458,682,265","3,281.50","1,458,682,265",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,警察法 附則第１２項,警視庁飯田橋庁舎敷地,東京都文京区後楽１−４−３　外２筆,警視庁,"1,448,275,049","1,864.31","1,448,275,049",0,0,0,0,0,0,市街化区域,商業地域,80,600
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,春日園児童遊園（街区）,東京都文京区本郷１−２４１のうち,文京区,"98,365,393",191.61,"98,365,393",0,0,0,0,0,0,市街化区域,近隣商業地域,80,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,首都高速高架敷地,東京都文京区目白台３−２２１−１,首都高速道路株式会社,"491,267",12.39,"491,267",0,0,0,0,0,0,市街化区域,近隣商業地域,80,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,首都高速高架敷地,東京都文京区音羽１−６２６−１,首都高速道路株式会社,"9,049,635",95.17,"9,049,635",0,0,0,0,0,0,市街化区域,近隣商業地域,80,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,都市公園法 附則第９項,区立江戸川公園敷地,東京都文京区関口２−１０６先,文京区,"388,591,938","10,767.14","388,591,938",0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,60,150
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,都市公園敷地（須藤公園敷地）,東京都文京区千駄木３−６０−３,文京区,"2,902,412",12.69,"2,902,412",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,首都高速道路５号線道路敷地,東京都文京区関口２−２０８−３外,首都高速道路株式会社,"4,198,252",18.69,"4,198,252",0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,首都高速道路５号線道路敷地,東京都文京区関口２−１７３−３,首都高速道路株式会社,"1,293,514",5.76,"1,293,514",0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,消火器置場,東京都文京区根津１−２１−２,文京区,"23,108",1.22,"23,108",0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,都市公園法 附則第９項,白山公園敷地,東京都文京区白山５−１７６,文京区,"40,894,326","1,590.08","40,894,326",0,0,0,0,0,0,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国家公務員共済組合法 第３６条,宿舎敷地,東京都文京区,国家公務員共済組合連合会,"1,522,854,474","3,588.19","1,522,853,909",0,0,0,0,565,0,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,首都高速５号線早稲田出路敷地,東京都文京区関口１−１０４−８先,首都高速道路株式会社,"49,480",3.92,"49,480",0,0,0,0,0,0,市街化区域,商業地域,80,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,都市計画公園（目白台運動公園敷地）,東京都文京区目白台１−３７−６９,文京区,"358,338,859",660.93,"358,338,859",0,0,0,0,0,0,市街化区域,近隣商業地域,80,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,都市公園法 附則第９項,待乳山聖天公園,東京都台東区浅草７−４４−２,台東区,"670,735,567","2,712.89","670,735,567",0,0,0,0,0,0,市街化区域,商業地域,80,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,警察法 附則第１２項,蔵前警察署敷地,東京都台東区蔵前１−１２−４７,警視庁,"329,294,532","1,190.09","329,294,532",0,0,0,0,0,0,市街化区域,商業地域,80,500
財務省,関東財務局,東京財務事務所,一般会計,普通財産,都市公園法 附則第９項,竹町公園,東京都台東区台東４−７−１,台東区,"2,173,039,225","3,645.98","2,173,039,225",0,0,0,0,0,0,市街化区域,商業地域,80,500
財務省,関東財務局,東京財務事務所,一般会計,普通財産,都市公園法 附則第９項,隅田公園（風致）,東京都台東区今戸１ほか,台東区,"672,138,302","59,712.31","672,138,302",0,0,0,0,0,0,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,東あずま公園（街区）,東京都墨田区立花２−８−１２　外１筆,墨田区,"63,060,557",550.12,"63,060,557",0,0,0,0,0,0,市街化区域,準工業地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,都市公園法 附則第９項,緑町公園敷地（街区）,東京都墨田区亀沢２−２−１２　外1筆,墨田区,"1,052,491,193","2,551.23","1,052,491,193",0,0,0,0,0,0,市街化区域,近隣商業地域,80,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,都市公園法 附則第９項,錦糸公園敷地（地区）,東京都墨田区錦糸４−１,墨田区,"2,533,875,305","56,124.16","2,533,875,305",0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,長浦児童遊園敷地,東京都墨田区八広１−６５−７,墨田区,"3,080,580",63.17,"3,080,580",0,0,0,0,0,0,市街化区域,準工業地域,80,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,都市公園法 附則第９項,隅田公園（風致）,東京都墨田区向島１、２、５丁目先,墨田区,"413,679,396","61,094.49","413,679,396",0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,首都高速道路６号線道路敷地,東京都墨田区堤通１−７５、７７,首都高速道路株式会社,"23,932,635",286.87,"23,932,635",0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,首都高速道路６号線道路敷地,東京都墨田区堤通２−２９先外,首都高速道路株式会社,"2,293,532,250","12,577.08","2,293,532,250",0,0,0,0,0,0,市街化区域,商業地域,80,500
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,向島百花園,東京都墨田区東向島３−１８８−３,東京都,"1,718,319",79.12,"1,718,319",0,0,0,0,0,0,市街化区域,商業地域,80,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,区立越中島公園敷地（近隣）,東京都江東区越中島１−３−１,江東区,"1,612,089,073","6,786.65","1,612,089,073",0,0,0,0,0,0,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,警察法 附則第１２項,城東警察署敷地,東京都江東区北砂２−２０５−７,警視庁,"247,308",21.51,"247,308",0,0,0,0,0,0,市街化区域,商業地域,80,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,都市公園敷地（亀高公園敷地）,東京都江東区北砂６−２４７−８,江東区,"1,213,786",278.08,"1,213,786",0,0,0,0,0,0,市街化区域,準工業地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第２項第２号,保育所敷地,東京都江東区白河３−８−３のうち,社会福祉法人　フェスティナ・レンテ,"42,679,968",123.81,"42,679,968",0,0,0,0,0,0,市街化区域,準工業地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,区立砂町公園（街区）,東京都江東区東砂７−７０１−２,江東区,"2,122,721",85.59,"2,122,721",0,0,0,0,0,0,市街化区域,準工業地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,東深川橋児童遊園敷地（児童遊園）,東京都江東区森下４−１４−２８,江東区,"80,987,783",286.8,"80,987,783",0,0,0,0,0,0,市街化区域,準工業地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,わかくさ公園敷地（街区）,東京都品川区勝島１−２−３７,品川区,"447,095,630","1,243.06","447,095,630",0,0,0,0,0,0,市街化区域,準工業地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,警視庁大崎警察署池田山地域安全センター敷地,東京都品川区東五反田５−６０−８８,警視庁,"3,697,423",33.29,"3,697,423",0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,60,150
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,しながわ区民公園敷地,東京都品川区南大井２−４０−９,品川区,"248,148,203",547.51,"248,148,203",0,0,0,0,0,0,市街化区域,準工業地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,警察法 附則第１２項,大井警察署鹿島神社前交番敷地,東京都品川区大井７−４６８６−１４,警視庁,"8,444,341",17.91,"8,444,341",0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,旗の台南公園敷地（街区）,東京都品川区旗の台５−１２３６−７,品川区,"89,350,586",231.7,"89,350,586",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,警察法 附則第１２項,荏原警察署二葉町交番敷地,東京都品川区二葉２−２３７,警視庁,"6,878,055",17.71,"6,878,055",0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,御成橋公園,東京都品川区東五反田２−５５０−８,品川区,"10,456,727",20.47,"10,456,727",0,0,0,0,0,0,市街化区域,準工業地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,ねむの木公園敷地,東京都品川区東五反田５−６０−１９,品川区,"158,145,378",193.34,"158,145,378",0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,60,150
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第２項第２号,社会福祉事業施設敷地,東京都目黒区大橋２−２６８−２３内外,社会福祉法人　愛隣会,"1,074,950,694","10,515.89","1,074,950,694",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,警察法 附則第１２項,総合訓練所及び警備待機所敷地,東京都目黒区大橋２−６８３−１のうち　外１筆,警視庁,"3,745,394,928","12,136.99","3,745,394,928",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,区立宮下児童遊園敷地（街区）,東京都目黒区大橋２−６８３−１のうち,目黒区,"126,563,069",351.53,"126,559,806",0,0,0,"3,263",0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,区立氷川台児童遊園,東京都目黒区大橋２−６４０−１０５,目黒区,"86,766,545",162.85,"86,766,545",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第２項第２号,双葉の園保育園敷地,東京都目黒区大橋２−６８３−７１のうち,社会福祉法人　双葉の園,"1,076,879,847","3,489.64","1,076,879,847",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国家公務員共済組合法 第３６条,東京共済病院敷地,東京都目黒区中目黒２−２８３−２外,国家公務員共済組合連合会,"4,408,018,430","15,236.51","4,408,018,430",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,区立駒場公園敷地（総合）,東京都目黒区駒場４−８６１−１４７　外２筆,目黒区,"10,324,121,672","32,369.02","10,314,953,317",386.46,487.95,3,"9,168,331",21,0,市街化区域,第一種低層住居専用地域,50,100
