省庁名,部局名,部局所名,会計名,分類種類名,根拠法令,用途施設名称,所在地,貸付相手方,口座別合計価格　（円）,土地数量　（u）,土地価格　（円）,建物数量（建）　（u）,建物数量（延）　（u）,建物価格　（円）,立木竹価格　（円）,工作物価格　（円）,機械器具価格　（円）,都市計画区域,用途地域,建ぺい率,容積率
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,千種第５公園（街区）,千葉県千葉市花見川区千種町２０１−１,千葉市,"73,026,515","1,488.76","73,026,515",0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,千葉県スポ−ツセンタ−（運動）,千葉県千葉市稲毛区天台町２４０番先外,千葉県,"68,766","32,189.76","68,766",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,京葉道路（一般国道１４号線）敷地,千葉県千葉市稲毛区天台町１７８−１外,（独）日本高速道路保有・債務返済機構,"4,515","2,115.35","4,515",0,0,0,0,0,0,市街化区域,第二種住居地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第１項,水道施設（佐倉市志津浄水場）,千葉県佐倉市上志津原字吉野６１−１,佐倉市,"56,765,836","2,882.71","56,765,836",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,東関東自動車敷地,千葉県四街道市鹿放ケ丘１０７番２外,（独）日本高速道路保有・債務返済機構,"4,821,141","40,379.27","4,821,141",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,天台池の原公園（街区）,千葉県千葉市稲毛区天台３丁目２−３外,千葉市,"219,507,881","2,920.60","219,507,881",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第１項,四街道市第１浄水場敷地,千葉県四街道市四街道字津ノ守１５２２番２,四街道市,"266,793,027","5,955.39","266,793,027",0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,新生公園（街区）,千葉県四街道市四街道字三角１５３２−５１　外１筆,四街道市,"88,575,869","1,751.52","88,575,869",0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,百目木公園（地区）,千葉県袖ケ浦市堂谷字六町下１０６−２外,袖ケ浦市,"53,112,418","10,161.71","53,112,418",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第２項第２号,東京都八街学園,千葉県八街市八街字九十九路に１３９−５　外１筆,東京都,"51,913,858","3,586.63","51,647,470",0,0,0,"266,388",0,0,非線引,第二種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第１項,水道施設敷地,千葉県八街市大木字北大富向６７１−１９８,八街市,"407,798",83.82,"407,798",0,0,0,0,0,0,非線引,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,消防用溜池,千葉県富里市十倉字両国沖１３２２−５,富里市,"250,150",160.01,"250,150",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,富里市児童遊園地（街区）,千葉県富里市十倉字両国沖１３２２−４,富里市,"19,014,179","1,384.38","19,014,179",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,防火用貯水槽,千葉県柏市布瀬字木崎台２４８−３,柏市,"12,311",26.36,"12,311",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,防火用貯水池,千葉県柏市高柳字西向原１６３４−１,柏市,"178,303",77.62,"178,303",0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,50,100
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国家公務員共済組合法 第１２条,宿舎敷地,千葉県柏市藤ケ谷,国家公務員共済組合連合会,"96,503,563","4,453.12","96,503,563",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,高柳塚越公園,千葉県柏市高柳字塚越９２４−７,柏市,"68,350,880","2,622.71","68,350,880",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第１項,水道施設（配水場）敷地,千葉県柏市岩井字道堀西割８０１−２,柏市,"42,682,297","2,269.15","42,682,297",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,印旛沼公園（総合）,千葉県印西市師戸字龍谷７５６−９外３筆,千葉県,"1,743,960",525.36,"1,743,960",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,消防施設,千葉県印旛郡栄町矢口字花輪６−１,栄町,"17,239",49.98,"17,239",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,防火水槽敷地,千葉県香取市久保字長作前８８４−３,香取市,"24,051",66.29,"24,051",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,城山公園（地区）,千葉県香取市小見川字城山４８５４−１６外,香取市,"5,094,420","1,767.95","5,094,420",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,消防器具保管庫敷地,千葉県香取郡多古町喜多大原字越屋敷381のうち,香取広域市町村圏事務組合,"5,517",22.44,"5,517",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,防火水槽,千葉県香取郡多古町染井字小田辺２−２５,香取広域市町村圏事務組合,"62,991",53.5,"62,991",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,ため池（防火用水）,千葉県香取郡多古町喜多大原字越屋敷３８０−１,香取広域市町村圏事務組合,"46,125",125.21,"46,125",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,大原内公園（条例）用地,千葉県香取郡多古町多古字大原内３８６０−３,多古町,"1,452,802",122.39,"1,452,802",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,警察法 附則第１２項,駐在所敷地,千葉県香取郡東庄町小南字上宿1021-2,千葉県,"154,766",238.4,"154,766",0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,,
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,尾垂児童遊園（その他（条例））,千葉県山武郡横芝光町尾垂イ字大杉前３８５６−１６７,横芝光町,"11,254","1,954.92","11,254",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,光スポ−ツ公園敷地（その他（条例））,千葉県山武郡横芝光町篠本字根切５００２−２　外１１筆,横芝光町,"3,619,901","2,101.41","3,619,901",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,農業用用排水路,千葉県匝瑳市新堀字新田１５０３−１,千葉県大利根土地改良区,"85,733",323.93,"85,733",0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,防災無線通信施設,千葉県大網白里市大網字道塚３６８９番１０、１１,大網白里市,226,12.96,226,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,北汐浜自然公園外（自然公園）,千葉県大網白里市四天木字甲浜原乙２５７３−２７外,大網白里市,"59,757,034","59,457.21","59,757,034",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,排水路及び排水機場敷地,千葉県大網白里市四天木字乙浜原乙２５７４−４８,千葉県,"1,482,894","1,487.89","1,482,894",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,浜宿児童遊園敷地（街区）,千葉県大網白里市大網字浜宿８６０−６,大網白里市,"2,633,728",99.01,"2,633,728",0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,防火水槽敷地,千葉県山武郡九十九里町作田字上南原２２８４−２,九十九里町,"2,574",19.93,"2,574",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,防災無線敷地,千葉県山武郡九十九里町作田字上南原２２８４−４,九十九里町,"1,041",8.07,"1,041",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,真亀緑地公園外（自然公園）,千葉県山武郡九十九里町真亀字南浜芝４９０８−１６５外,九十九里町,"13,511,252","30,733.89","13,511,252",0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,道路整備特別措置法 第５１条第８項,国道１２６号バイパス,千葉県山武市矢部字下谷田３９,東日本高速道路株式会社,"1,921,962","2,440.42","1,921,962",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,蓮沼海浜公園（都市計画公園）敷地（広域）,千葉県山武市蓮沼字砂６６５外,千葉県,"48,426,051","38,805.62","48,426,049",0,0,0,0,2,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,九十九里自然公園一宮臨海運動公園（自然）,千葉県長生郡一宮町一宮字東三保松１０２３０−４のうち,一宮町,"11,084","10,284.38","11,084",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,防火水槽,千葉県長生郡長生村信友字中曽根１９５６−２のうち,長生郡市広域市町村圏組合,842,30,842,0,0,0,0,0,0,非線引,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,九十九里自然公園白子集団施設地区（自然）,千葉県長生郡白子町古所字北川岸３２９０−１２,白子町,"2,203,766","15,640.69","2,203,766",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,九十九里自然公園白子集団施設地区（自然）,千葉県長生郡白子町古所字北川岸３２９０−１９,千葉県,"20,113,808","5,604.66","20,113,808",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,九十九里自然公園白子集団施設地区（自然）,千葉県長生郡白子町古所字南川岸３４４４−１のうち外,千葉県,"6,488,000","30,294.78","6,488,000",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,九十九里自然公園白子集団施設地区（自然）,千葉県長生郡白子町古所字南川岸３４４３−１のうち外,千葉県,"1,541,685","10,955.25","1,541,685",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,九十九里自然公園白子集団施設地区（自然）,千葉県長生郡白子町古所字北川岸３２９０−１４,千葉県,"1,752,095","12,450.42","1,752,095",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,運動広場及び多目的広場（自然）,千葉県長生郡白子町古所字北川岸３２９０−１１,千葉県,"3,360,625","23,880.64","3,360,625",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,九十九里自然公園白子集団施設地区（自然）,千葉県長生郡白子町古所字南川岸３４００−９　外２筆,千葉県,"334,136","2,371.46","334,136",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,中里中区児童遊園（その他（条例））,千葉県長生郡白子町中里字南部５１１９−３,白子町,"157,159",444.6,"157,159",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,九十九里自然公園白子集団施設地区（自然）,千葉県長生郡白子町剃金字塩濱２７３０−１のうち外２筆,千葉県,"14,961,584","26,485.43","14,961,584",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,県立九十九里自然公園白子集団施設（自然）,千葉県長生郡白子町剃金字塩濱２７３０−１のうち,千葉県,"4,536,193","7,594.50","4,536,193",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,排水機場敷地,千葉県長生郡白子町関字市場下６２７４番９　外３筆,白子町,"1,126,046",364.85,"1,126,046",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第１項,上水道施設（御宿ダム）,千葉県夷隅郡御宿町実谷字塚抜１５４７−３　外９筆,御宿町,"198,951","3,417.43","198,951",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,大六公園敷地,千葉県安房郡鋸南町大六字砂田８２−１９　外,鋸南町,"5,542,936",348.83,"5,542,936",0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,70,400
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,野島崎公園敷地（その他（条例））,千葉県南房総市白浜町白浜字嶋崎浦６２３−１のうち,南房総市,"8,524",187.33,"8,524",0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,,
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,野島崎東駐車場公園敷地（その他（条例））,千葉県南房総市白浜町白浜字嶋崎浦６２３−１のうち外,南房総市,"588,090","5,483.92","588,090",0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,,
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,防火用貯水池,千葉県南房総市白浜町白浜字嶋崎浦６２３−１のうち,南房総市,"11,760",419.04,"11,760",0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,,
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,溝の根海浜公園敷地（その他（条例））,千葉県南房総市白浜町滝口字溝ノ根６７６１−１６　外１筆,南房総市,"30,594","6,105.75","30,594",0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,,
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,防火用貯水池,千葉県南房総市白浜町白浜字細田道下５７４３−１１のうち外,南房総市,"332,667",94.91,"332,667",0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,,
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,家庭雑排水共同処理場敷地,千葉県南房総市白浜町白浜字小戸３５３６−８　外１筆,南房総市,"1,475,778",549.14,"1,475,778",0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,,
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,市立公園用地,千葉県南房総市千倉町南朝夷字千倉１１９３−８９,南房総市,"12,333,068",758,"12,333,068",0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,,
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,南千倉児童遊園（その他（条例））,千葉県南房総市千倉町南朝夷字千倉１１９３−１,南房総市,"25,125,685","1,528.40","25,125,685",0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,,
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,消防用貯水池敷地,千葉県南房総市千倉町南朝夷字千倉１１９３−９２,南房総市,"50,424",56.15,"50,424",0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,,
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,城崎児童遊園（その他（条例））,千葉県鴨川市天津字武ノ内１９５３−９のうち,鴨川市,"2,261,823",254.12,"2,261,823",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,根戸船戸緑地,千葉県我孫子市船戸２丁目１０９０番９９,我孫子市,"53,773,074","1,213.44","53,773,074",0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,60,150
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,田喜野井北公園敷地,千葉県船橋市田喜野井六丁目１０４９番１,船橋市,"68,681,373",888.51,"68,681,373",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第２項第２号,第１保育所敷地,千葉県大網白里市北今泉字塩浜３６９６−８６,大網白里市,"3,569,172","2,761.69","3,569,172",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第２項第２号,中山あけぼの保育園敷地,千葉県船橋市本中山３丁目２８８番１,社会福祉法人　あけぼの会,"115,428,721",745.82,"115,428,721",0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,稔台第２公園　（街区）,千葉県松戸市稔台７丁目２２番３,松戸市,"23,230,998",242.94,"23,230,998",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,都市計画緑地（大穴北４丁目緑地）,千葉県船橋市大穴北４丁目２８１番１１７,船橋市,"10,268,851",266.67,"10,268,851",0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,50,100
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,新高根５丁目公園（街区）,千葉県船橋市新高根５丁目３２２８番５２　外１筆,船橋市,"54,515,633",686.05,"54,515,633",0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,50,100
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第２項第２号,保育所及び母子生活支援施設,千葉県千葉市若葉区都賀１丁目１番１　外２筆,社会福祉法人　千葉ベタニヤホ−ム,"100,384,860","1,279.85","100,384,860",0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,山王防風林第１緑地,千葉県千葉市稲毛区山王町３６７番４,千葉市,"30,771,878",666.09,"30,771,878",0,0,0,0,0,0,市街化区域,準工業地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,山王南なかよし公園,千葉県千葉市稲毛区山王町３７９番８,千葉市,"50,139,751",965.6,"50,139,751",0,0,0,0,0,0,市街化区域,準工業地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,山王防風林第２緑地,千葉県千葉市稲毛区山王町４０９番８,千葉市,"29,555,634",638.94,"29,555,634",0,0,0,0,0,0,市街化区域,準工業地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,山王防風林第２公園,千葉県千葉市稲毛区山王町２９３番６,千葉市,"19,815,454",413.38,"19,815,454",0,0,0,0,0,0,市街化区域,工業地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,札場公園（街区）,千葉県船橋市前原西一丁目５２９番３０,船橋市,"71,081,344",517.73,"71,081,344",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,登戸五丁目緑地公園,千葉県千葉市中央区登戸５丁目１９−１,千葉市,"49,494,908",396.96,"49,494,908",0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,警察法 附則第１２項,交番敷地,千葉県習志野市谷津４丁目３５５番２のうち,千葉県,"7,547,555",52.83,"7,547,555",0,0,0,0,0,0,市街化区域,近隣商業地域,80,300
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,国府台緑地（都市計画緑地）,千葉県市川市国府台４−３３８１−１,市川市,"91,294,296","1,429.37","91,294,296",0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,40,80
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,根岸公園敷地（街区）,千葉県館山市川名字新町７５４番１１,館山市,"11,368,760","1,544.80","11,368,760",0,0,0,0,0,0,非線引,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,消防器具庫施設敷地,千葉県成田市安西字堤外３４−４　外１筆,成田市,"89,915",49.94,"89,915",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,防火水槽敷地,千葉県富津市富津字大明神西２２２９−４のうち　外１筆,富津市,"203,564",47.19,"203,564",0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第２項第４号,根戸デイサービスセンター敷地,千葉県我孫子市つくし野四丁目８２８番３のうち外,我孫子市,"2,434,060",161.81,"2,434,060",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,梨風公園（街区公園）,千葉県市川市大野町１−４６２−７外３筆,市川市,"15,333,936",304.71,"15,333,936",0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,40,80
財務省,関東財務局,甲府財務事務所,一般会計,普通財産,警察法 附則第１２項,北新駐在所,山梨県甲府市北新１−２６５４−２,甲府警察署,"4,821,818",105.94,"4,821,818",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,甲府財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第２項第２号,北新保育所敷地,山梨県甲府市北新１−２６５１−１,甲府市,"93,473,809","2,366.69","93,473,809",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,甲府財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,防火水槽用地,山梨県甲府市北新１−３０８−１００,甲府市,"1,377,313",80.3,"1,377,312",0,0,0,0,1,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,甲府財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,緑が丘スポ−ツ公園（運動）,山梨県甲府市緑ヶ丘２−２１９６−２のうち,山梨県,"2,571,188","2,689.70","2,571,188",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,甲府財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,消火栓器具格納庫敷地,山梨県甲府市緑ヶ丘２−９５２−５のうち,甲府市,384,0.47,384,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,甲府財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,緑が丘スポ−ツ公園（運動）,山梨県甲府市緑が丘２−１００２外,甲府市,"62,108,344","75,641.31","62,108,344",0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,甲府財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,丸の内公園（都市公園）,山梨県甲府市丸の内２−５６５−１,山梨県,"37,905,586",722.63,"37,905,586",0,0,0,0,0,0,市街化区域,商業地域,80,400
財務省,関東財務局,甲府財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第１項,上水道用送水貯水隧道,山梨県甲府市湯村３−５７８　外１筆,甲府市,"546,595",586.51,"546,595",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,関東財務局,甲府財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,小瀬スポ−ツ公園（運動）,山梨県甲府市小瀬町８４０先,山梨県,"299,881,465","19,481.15","299,881,465",0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,関東財務局,甲府財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,防火水槽敷地,山梨県甲州市塩山西広門田字御獄堂１５５−１,甲州市,39,5.43,39,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
財務省,関東財務局,甲府財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,防火水槽用地,山梨県甲州市塩山下萩原字山田１８０７−１先,甲州市,"196,940",23.76,"196,940",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
財務省,関東財務局,甲府財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,笛吹児童公園（街区）,山梨県山梨市北字行人河原４−１外４筆,山梨市,"75,078,807","4,275.91","75,078,807",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
財務省,関東財務局,甲府財務事務所,一般会計,普通財産,国有財産法 第２２条第１項第１号,万力公園（総合）,山梨県山梨市万力字本林１８３０−２６外,山梨市,"59,808,059","2,123.68","59,808,059",0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
