省庁名,会計名,分類種類名,部局名,口座名,登記上の表示,住居表示,口座別合計価格　（円）,土地用途,土地合計数量　（u）,土地合計価格　（円）,土地取得年月日,土地取得事由,都市計画区域,用途地域,建ぺい率,容積率,法定容積率に対する利用率,建物用途,棟数,建物合計数量（建）　（u）,建物合計数量（延）　（u）,建物合計価格　（円）,宿舎戸数,主要建物用途,構造,階数,主要建物数量（建）　（u）,主要建物数量（延）　（u）,主要建物価格　（円）　,主要建物取得年月日,主要建物取得事由,立木竹価格　（円）,工作物価格　（円）,船舶数量,船舶価格　（円）,航空機数量,航空機価格　（円）,地上権等数量,地上権等価格　（円）,特許権等数量,特許権等価格　（円）
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,久慈国家石油備蓄基地栄町住宅,岩手県久慈市栄町第３１地割１９番地１,岩手県久慈市栄町第３１地割１９−１,"204,823,991",庁舎等,"2,870.28","45,264,315",2007.4.1,所属替,非線引,第一種中高層住居専用地域,60,200,31,事務庁舎　外,3,850.66,"1,832.56","159,433,118",0,栄町住宅,ＲＣ,3,490.95,"1,472.85","134,181,444",2007.4.1,所属替,0,"126,558",0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,久慈国家石油備蓄基地門前住宅,岩手県久慈市門前第２地割３番地１,岩手県久慈市門前第２地割３−１,"207,801,619",庁舎等,"2,360.85","61,136,571",2007.4.1,所属替,非線引,第一種住居地域,60,200,33,事務庁舎　外,1,669.29,"1,559.24","146,521,962",0,門前住宅,ＲＣ,3,669.29,"1,559.24","146,521,962",2007.4.1,所属替,0,"143,086",0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,久慈国家石油備蓄基地高台部,岩手県久慈市侍浜町麦生第二地割１６番１６,岩手県久慈市侍浜町麦生第二地割１６−１６,"4,987,924,646",庁舎等,"17,930.85","40,215,197",2013.3.14,購入,都市計画区域外,都市計画用途地域指定なし,70,200,2,事務庁舎　外,7,894.48,894.48,"298,636,958",0,非常用発電機・電気室,Ｓ,1,310.2,310.2,"126,486,246",2014.3.30,新築,0,"4,649,072,491",0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,秋田国家石油備蓄基地,秋田県男鹿市船川港船川字芦沢２１９番地,秋田県男鹿市船川港船川字芦沢２１９,"60,613,883,039",庁舎等,"1,094,189.11","6,487,447,225",2007.4.1,所属替,非線引,工業専用地域,60,200,0,事務庁舎　外,46,"12,836.58","15,343.93","1,070,953,451",0,本館事務所,ＲＣ,4,991.28,"1,908.13","208,431,994",2007.4.1,所属替,0,"53,055,482,363",0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,秋田国家石油備蓄基地泉台住宅,秋田県男鹿市船川港船川字泉台３番地２６,秋田県男鹿市船川港船川字泉台３−２６,"103,480,217",庁舎等,"3,306.93","26,678,327",2007.4.1,所属替,非線引,第一種中高層住居専用地域,60,200,27,事務庁舎　外,7,853.31,"1,822.97","76,801,880",0,泉台住宅,ＲＣ,3,555.63,"1,525.29","71,712,445",2007.4.1,所属替,0,10,0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,福井国家石油備蓄基地,福井県福井市石新保町３８字臨海１番地,福井県福井市石新保町３８字臨海１番地,"14,881,096,455",庁舎等,"1,519,593.73","11,318,281,207",2007.4.1,所属替,非線引,都市計画用途地域指定なし,60,100,0,事務庁舎　外,31,"11,394.60","12,608.06","826,403,069",0,総合管理事務所,ＲＣ,2,"4,404.94","5,523.44","439,845,968",2007.4.1,所属替,"67,885,801","2,668,526,378",0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,福井国家石油備蓄基地三ツ屋住宅,福井県福井市三ツ屋二丁目５０１番地,福井県福井市三ツ屋２丁目５０１,"422,708,601",庁舎等,"5,646.46","138,902,916",2007.4.1,所属替,市街化区域,第一種中高層住居専用地域,60,200,41,事務庁舎　外,9,"1,344.65","4,728.16","282,836,745",0,住宅Ａ棟,ＲＣ,4,213.77,844.49,"47,049,235",2007.4.1,所属替,0,"968,940",0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,菊間国家石油備蓄基地,愛媛県今治市菊間町種４６４２番地１,愛媛県今治市菊間町種４６２４−１,"12,718,558,450",庁舎等,"98,655.30","835,610,388",2007.4.1,所属替,非線引,工業専用地域,60,200,2,事務庁舎,13,"2,748.23","4,127.70","439,492,738",0,総合管理事務所,ＲＣ,3,964.22,"2,343.69","279,883,338",2007.4.1,所属替,0,"11,355,125,529",0,0,0,0,"160,977.26","88,329,795",0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,菊間国家石油備蓄基地長坂住宅,愛媛県今治市菊間町長坂１９８３番地１,愛媛県今治市菊間町種１９８３−１,"222,444,360",庁舎等,"4,408.96","34,387,837",2007.4.1,所属替,非線引,第一種中高層住居専用地域,60,200,22,事務庁舎　外,7,"1,023.29","1,983.54","186,106,847",0,長坂住宅,ＲＣ,2,518.6,858.68,"89,980,406",2007.4.1,所属替,0,"1,949,676",0,0,0,0,0,0,0,0
経済産業省,エネルギー対策特別会計（エネルギー需給勘定）,公用財産,資源エネルギー庁,白島国家石油備蓄基地,福岡県北九州市若松区大字安屋字白島３６６６番地６,福岡県北九州市若松区大字安屋字白島３６６６−６,"133,355,719,905",庁舎等,"137,961.36","873,971,419",2007.4.1,所属替,都市計画区域外,都市計画用途地域指定なし,,,,事務庁舎　外,23,"7,667.70","10,351.09","1,986,942,984",0,管理棟,ＲＣ,4,858.14,"2,364.41","587,047,860",2007.4.1,所属替,0,"130,494,805,502",0,0,0,0,0,0,0,0
