省庁名,部局所名,会計名,分類種類名,法人名,所在地,勘定名１,政府出資現在額１　（円）,勘定名２,政府出資現在額２　（円）,勘定名３,政府出資現在額３　（円）,勘定名４,政府出資現在額４　（円）,勘定名５,政府出資現在額５　（円）,勘定名６,政府出資現在額６　（円）,合計額　（円）,注釈
財務省,理財局,一般会計,普通財産,国立大学法人　宇都宮大学,東京都千代田区霞が関３−１−１,,"72,559,893,877",,,,,,,,,,,"72,559,893,877",
財務省,理財局,一般会計,普通財産,国立大学法人　群馬大学,東京都千代田区霞が関３−１−１,,"47,718,869,710",,,,,,,,,,,"47,718,869,710",
財務省,理財局,一般会計,普通財産,国立大学法人　埼玉大学,東京都千代田区霞が関３−１−１,,"66,370,138,604",,,,,,,,,,,"66,370,138,604",
財務省,理財局,一般会計,普通財産,国立大学法人　千葉大学,東京都千代田区霞が関３−１−１,,"167,256,301,632",,,,,,,,,,,"167,256,301,632",
財務省,理財局,一般会計,普通財産,国立大学法人　東京大学,東京都千代田区霞が関３−１−１,,"1,124,353,208,558",,,,,,,,,,,"1,124,353,208,558",
財務省,理財局,一般会計,普通財産,国立大学法人　東京医科歯科大学,東京都千代田区霞が関３−１−１,,"120,079,500,037",,,,,,,,,,,"120,079,500,037",
財務省,理財局,一般会計,普通財産,国立大学法人　東京外国語大学,東京都千代田区霞が関３−１−１,,"36,707,904,332",,,,,,,,,,,"36,707,904,332",
財務省,理財局,一般会計,普通財産,国立大学法人　東京学芸大学,東京都千代田区霞が関３−１−１,,"161,108,130,084",,,,,,,,,,,"161,108,130,084",
財務省,理財局,一般会計,普通財産,国立大学法人　東京農工大学,東京都千代田区霞が関３−１−１,,"90,463,440,307",,,,,,,,,,,"90,463,440,307",
財務省,理財局,一般会計,普通財産,国立大学法人　東京芸術大学,東京都千代田区霞が関３−１−１,,"61,293,898,868",,,,,,,,,,,"61,293,898,868",
財務省,理財局,一般会計,普通財産,国立大学法人　東京工業大学,東京都千代田区霞が関３−１−１,,"186,296,081,715",,,,,,,,,,,"186,296,081,715",
財務省,理財局,一般会計,普通財産,国立大学法人　東京海洋大学,東京都千代田区霞が関３−１−１,,"102,313,663,226",,,,,,,,,,,"102,313,663,226",
財務省,理財局,一般会計,普通財産,国立大学法人　お茶の水女子大学,東京都千代田区霞が関３−１−１,,"81,604,581,664",,,,,,,,,,,"81,604,581,664",
財務省,理財局,一般会計,普通財産,国立大学法人　電気通信大学,東京都千代田区霞が関３−１−１,,"36,071,922,241",,,,,,,,,,,"36,071,922,241",
財務省,理財局,一般会計,普通財産,国立大学法人　一橋大学,東京都千代田区霞が関３−１−１,,"152,930,785,456",,,,,,,,,,,"152,930,785,456",
財務省,理財局,一般会計,普通財産,国立大学法人　横浜国立大学,東京都千代田区霞が関３−１−１,,"92,858,193,201",,,,,,,,,,,"92,858,193,201",
財務省,理財局,一般会計,普通財産,国立大学法人　新潟大学,東京都千代田区霞が関３−１−１,,"74,483,346,001",,,,,,,,,,,"74,483,346,001",
財務省,理財局,一般会計,普通財産,国立大学法人　長岡技術科学大学,東京都千代田区霞が関３−１−１,,"14,442,562,825",,,,,,,,,,,"14,442,562,825",
財務省,理財局,一般会計,普通財産,国立大学法人　上越教育大学,東京都千代田区霞が関３−１−１,,"11,620,632,911",,,,,,,,,,,"11,620,632,911",
財務省,理財局,一般会計,普通財産,国立大学法人　金沢大学,東京都千代田区霞が関３−１−１,,"82,492,664,187",,,,,,,,,,,"82,492,664,187",
財務省,理財局,一般会計,普通財産,国立大学法人　福井大学,東京都千代田区霞が関３−１−１,,"59,773,938,621",,,,,,,,,,,"59,773,938,621",
財務省,理財局,一般会計,普通財産,国立大学法人　山梨大学,東京都千代田区霞が関３−１−１,,"43,945,344,871",,,,,,,,,,,"43,945,344,871",
財務省,理財局,一般会計,普通財産,国立大学法人　信州大学,東京都千代田区霞が関３−１−１,,"62,471,382,661",,,,,,,,,,,"62,471,382,661",
財務省,理財局,一般会計,普通財産,国立大学法人　岐阜大学,東京都千代田区霞が関３−１−１,,"61,345,385,741",,,,,,,,,,,"61,345,385,741",
財務省,理財局,一般会計,普通財産,国立大学法人　静岡大学,東京都千代田区霞が関３−１−１,,"52,624,080,234",,,,,,,,,,,"52,624,080,234",
財務省,理財局,一般会計,普通財産,国立大学法人　浜松医科大学,東京都千代田区霞が関３−１−１,,"15,277,690,312",,,,,,,,,,,"15,277,690,312",
