省庁名,部局名,部局所名,会計名,分類種類名,用途施設名称,所在地,口座別合計価格　（円）,土地数量　（u）,土地価格　（円）,建物数量（建）　（u）,建物数量（延）　（u）,建物価格　（円）,立木竹価格　（円）,工作物価格　（円）,不動産の信託受益権価格　（円）,地上権等数量,地上権等価格　（円）,都市計画区域,用途地域,建ぺい率,容積率
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横浜市西区伊勢町三丁目１３３番４　外１筆,"290,528,593","1,701.15","277,877,924",198.27,641.31,"9,089,209","146,776","3,414,684",0,0,0,市街化区域,第二種中高層住居専用地域,60,150
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横浜市戸塚区汲沢町字細田１０５２番　外３筆,"233,760,273","2,849.34","204,976,848",621.59,"2,498.49","28,141,765",0,"641,660",0,0,0,市街化調整区域,都市計画用途地域指定なし,50,80
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県川崎市中原区木月４−１９０３　外１筆,"366,005,174","1,503.96","357,972,559",492.84,"1,759.49","7,931,940",0,"100,675",0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横浜市西区紅葉ケ丘７番,"224,981,705",972.07,"205,301,184",374.96,"1,789.07","19,497,623",0,"182,898",0,0,0,市街化区域,近隣商業地域,80,300
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横浜市戸塚区吉田町字?ノ谷１１６３番３,"138,689,118","1,099.65","132,984,312",208.52,"1,011.49","4,857,126",0,"847,680",0,0,0,市街化区域,第一種中高層住居専用地域,60,150
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横浜市神奈川区六角橋四丁目７２０番４,"295,947,659","1,558.70","264,902,623",357.4,"1,096.17","30,904,328",0,"140,708",0,0,0,市街化区域,第二種中高層住居専用地域,60,150
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横浜市南区山谷１１５番５　外３筆,"682,890,316","6,886.39","661,093,440",842.07,"2,782.35","21,078,308","170,198","548,370",0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横浜市金沢区平潟町２０６番１,"281,480,913","1,820.94","253,105,197",502.16,"1,466.16","26,158,616","144,654","2,072,446",0,0,0,市街化区域,準住居地域,60,200
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横浜市戸塚区平戸三丁目１９６１番１,"543,522,667","5,178.98","481,645,140",856.56,"3,904.90","59,229,800","733,244","1,914,483",0,0,0,市街化区域,第一種低層住居専用地域,50,80
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横浜市戸塚区原宿４−８０−１外１筆,"191,585,415","1,903.80","177,354,200",334.87,960.07,"13,498,966","540,453","191,796",0,0,0,市街化区域,第一種中高層住居専用地域,60,150
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横浜市港南区日野南４丁目５７９１−９外３筆,"954,542,635","10,415.80","862,096,590","1,625.04","6,959.06","88,807,155","402,723","3,236,167",0,0,0,市街化区域,第一種中高層住居専用地域,60,150
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横浜市港南区日野６丁目８５６番３外,"2,278,541,085","24,871.52","2,085,510,030","2,782.83","12,841.47","186,619,561","6,411,486",8,0,0,0,市街化区域,第一種中高層住居専用地域,60,150
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横浜市栄区小菅ケ谷１丁目１６８４−３,"3,325,087,959","22,076.21","2,781,602,460","5,012.19","29,197.15","514,627,535","4,202,982","24,654,982",0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県川崎市高津区梶ケ谷二丁目１４番１２　外１筆,"306,187,699","1,345.86","289,668,101",403.62,"1,217.62","16,388,429",0,"131,169",0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横浜市西区西戸部町１−５７−１０,"252,774,359","2,093.37","252,450,177",262.06,761.47,3,"5,097","319,082",0,0,0,市街化区域,第二種中高層住居専用地域,60,150
財務省,関東財務局,横浜財務事務所横須賀出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横須賀市上町３丁目１番４外,"310,704,696","1,717.47","251,281,901",584.68,"2,209.26","47,718,413",0,"11,704,382",0,0,0,市街化区域,近隣商業地域,80,300
財務省,関東財務局,横浜財務事務所横須賀出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横須賀市横須賀市日の出町１−４−１外,"479,963,862","3,155.27","420,452,348",869.83,"2,608.33","51,984,785","473,407","7,053,322",0,0,0,市街化区域,商業地域,80,400
財務省,関東財務局,横浜財務事務所横須賀出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横須賀市田戸台３番１０,"551,666,150","6,800.91","510,068,250","1,029.93","3,383.73","25,896,197","8,096,557","7,605,146",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,横浜財務事務所横須賀出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,神奈川県横須賀市長瀬２−１６２−１,"1,153,078,398","25,286.67","1,153,072,152",0,0,0,0,"6,246",0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県千葉市稲毛区小仲台１−１０７７−３,"285,338,521","1,595.86","244,884,717",492.23,"2,329.85","40,206,839","170,083","76,882",0,0,0,市街化区域,第二種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県松戸市大金平２−１０２,"262,629,494","2,468.05","234,899,126",796.56,"1,937.14","26,164,028",0,"1,566,340",0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県習志野市鷺沼台１−４２７−５,"335,521,764","3,409.00","286,356,000",705.33,"2,364.55","45,727,621","80,291","3,357,852",0,0,0,市街化区域,第一種中高層住居専用地域 外,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県千葉市稲毛区天台１−１０６５−４,"112,312,440",914.57,"98,590,646",272.72,510.96,"11,164,401",0,"2,557,393",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県柏市旭町６−９２２−４,"43,545,449",470.72,"43,545,440",116.36,179.27,4,0,5,0,0,0,市街化区域,第一種低層住居専用地域,50,100
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県船橋市西船２−２３３５外２筆,"223,355,570","1,651.10","201,143,606",365.81,"1,178.82","20,923,942","315,817","972,205",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県船橋市東船橋５−１２０４−１６,"314,193,465","2,851.63","248,091,812",599.34,"1,807.52","64,384,533","27,580","1,689,540",0,0,0,市街化区域,準住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県船橋市宮本９−２４９−２２外１筆,"354,651,454","2,665.43","354,651,454",0,0,0,0,0,0,0,0,市街化区域,準工業地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県船橋市東船橋４−３００８−１外２筆,"570,107,888","4,277.74","526,162,020",773.76,"2,691.84","38,638,379",0,"5,307,489",0,0,0,市街化区域,第一種低層住居専用地域,50,150
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県柏市旭町８−９３４−２−１−１外６筆,"556,133,060","7,351.94","485,228,040","1,380.23","6,853.87","60,417,916","2,377","10,484,727",0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県船橋市東船橋４−３００８−１外２筆,"23,561,238",0,0,497.91,"1,316.91","22,959,183",0,"602,055",0,0,0,,,,
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県船橋市宮本９−２４９−２２外１筆,"24,322,344",0,0,270.72,"1,082.88","23,740,739",0,"581,605",0,0,0,,,,
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県千葉市中央区弁天４丁目４６０番３,"452,614,279","4,670.02","364,261,560",879.29,"5,870.10","82,391,770","411,840","5,549,109",0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県千葉市美浜区幸町１−３８−７５,"88,572,325","1,004.82","81,627,991",146.66,501.98,"6,837,978",0,"106,356",0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県千葉市稲毛区稲毛東４—５４—１,"372,533,167","1,873.47","301,104,098",545.52,"1,856.10","66,598,432","4,372,371","458,266",0,0,0,市街化区域,工業地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県千葉市稲毛区稲毛東４—１２８７—３,"341,688,022","1,702.27","269,639,568",329.08,"1,163.50","69,983,723","2,004,811","59,920",0,0,0,市街化区域,工業地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県習志野市東習志野１丁目１９８１番,"435,691,344","7,425.74","378,712,740",866.66,"4,231.62","55,606,806","968,703","403,095",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県柏市富里３−８０６−８,"891,669,260","11,094.04","765,488,760","1,641.75","7,464.61","110,953,700","4,958,168","10,268,632",0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県千葉市稲毛区園生町１３２０−２,"316,881,792","5,514.49","258,078,132",835.56,"4,121.70","53,609,298","530,694","4,663,668",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県船橋市二和東５丁目１０１番３,"994,812,028","14,803.67","728,340,564","2,636.52","12,836.54","248,445,719","2,326,600","15,699,145",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県船橋市習志野台２丁目６０番,"1,168,264,458","13,833.80","1,079,036,400","1,856.96","9,103.04","78,171,190","2,180,923","8,875,945",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県習志野市泉町３−７６−１３９,"297,781,956","2,949.49","239,985,253",424.18,"2,073.00","53,895,730","943,081","2,957,892",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県松戸市大金平３−１５７−２外５筆,"312,081,981","4,001.29","240,077,400","1,154.15","3,130.30","70,071,480",0,"1,933,101",0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県習志野市東習志野１丁目１９８０番１,"626,422,269","9,005.76","540,345,600","1,249.62","6,201.80","81,973,381","1,401,122","2,702,166",0,0,0,市街化区域,第一種中高層住居専用地域 外,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県千葉市花見川区作新台２—１５５７—１外１筆,"548,960,536","8,803.14","433,114,488",976.74,"4,816.80","113,898,769","430,522","1,516,757",0,0,0,市街化区域,第一種低層住居専用地域,50,100
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県松戸市胡録台字小野１５５番１外１筆,"350,851,227","5,006.07","345,418,830",772.06,"2,944.44","2,102,890","2,833,259","496,248",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県柏市根戸字高野台４４５−８,"163,346,067","2,560.69","142,886,501",301.03,815.49,"16,889,404","371,000","3,199,162",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県松戸市岩瀬字相模台４７３−２外２筆,"799,447,047","7,418.77","645,432,994","1,416.56","3,834.57","132,653,427","163,133","21,197,493",0,0,0,市街化区域,第二種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,千葉県船橋市三山８丁目７２９−２外１筆,"178,892,757","2,981.51","178,890,601",0,0,0,0,"2,156",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,山梨県甲斐市篠原字山ノ神１３５５番２,"19,794,561",643.13,"19,792,286",0,0,0,0,"2,275",0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,山梨県甲府市北口１丁目１５０番外１筆,"225,682,629","1,542.99","135,314,051",728.11,"3,315.81","89,518,462",0,"850,116",0,0,0,市街化区域,商業地域,80,600
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,山梨県甲府市朝日１−１９１,"29,357,159",641.83,"29,228,938",0,0,0,0,"128,221",0,0,0,市街化区域,商業地域,80,600
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,山梨県山梨市小原東字今田１３３３−１外１筆,"65,949,099","1,310.94","47,619,700",338.61,556.59,"17,879,001",0,"450,398",0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,駐車場等,山梨県甲府市丸の内１−２５０−１,"134,917,812","1,737.43","94,613,610",766.29,"1,958.61","36,160,058","216,580","3,927,564",0,0,0,市街化区域,商業地域,80,600
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,山梨県甲斐市篠原字山ノ神１３５５−１,"71,981,046","2,338.95","71,981,046",0,0,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,山梨県甲府市富竹２−７８０−２外２筆,"18,609,525",617.6,"18,609,523",0,0,0,0,2,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,山梨県韮崎市若宮１−１３７７−３,"82,899,265","1,200.94","47,957,654",262.31,527.09,"34,117,176",0,"824,435",0,0,0,非線引,近隣商業地域,80,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,山梨県甲府市丸の内３−１１０,"72,671,222","1,512.08","72,671,220",0,0,0,0,2,0,0,0,市街化区域,商業地域,80,400
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,山梨県甲府市相生１−３１１,"51,892,089",838.26,"38,340,335",382.9,"1,036.50","13,266,925",0,"284,829",0,0,0,市街化区域,近隣商業地域,80,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,山梨県甲府市北新１丁目３１１−１４,"44,422,419",996.65,"36,076,018",230.25,921.02,"8,262,896",0,"83,505",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,山梨県甲府市北口１−１９,"138,167,091","1,389.09","124,543,031",541.05,975.64,"12,762,603","78,344","783,113",0,0,0,市街化区域,商業地域,80,600
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,山梨県甲府市相生１−２１−１,"29,618,538",715.51,"29,618,536",0,0,0,0,2,0,0,0,市街化区域,第二種住居地域,60,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,山梨県甲府市北新１−３１０−５,"35,171,293",850.74,"35,171,293",0,0,0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,新潟県新潟市中央区美咲町１−６６４−４４４,"843,000,480","25,089.30","843,000,480",0,0,0,0,0,0,0,0,市街化区域,工業地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,東京都文京区後楽１−７−４,"1,160,033,930","2,353.01","1,160,033,930","1,287.00","8,459.70",0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,臨時駐車場外,神奈川県平塚市西八幡１−６−１外,"356,878,301","4,036.82","356,878,301",0,0,0,0,0,0,0,0,市街化区域,工業地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,東京都文京区後楽１−７−９,"408,830,110",829.27,"408,830,110",351.38,"2,311.22",0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,管理用地,埼玉県さいたま市岩槻区仲町２−４０４−１,"305,015,239","5,647.11","264,284,748",587.38,"2,561.06","39,978,108","672,178","80,205",0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,埼玉県朝霞市幸町３−１１４５−６,"1,022,460,055","12,153.57","1,020,899,880",29.31,29.31,"524,021","1,012,689","23,465",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,埼玉県所沢市中新井１−４５外,"308,729,622","3,978.81","274,537,892",922.47,"3,334.11","28,215,768","3,340,077","2,635,885",0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,埼玉県さいたま市南区大字太田窪字善前南２４０７−３外１筆,"29,497,407",250.81,"29,495,256",77.76,77.76,1,0,"2,150",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,埼玉県さいたま市南区太田窪２−４７３−１外３筆,"107,408,158",504.28,"96,014,912",213.67,408.2,"11,393,236",0,10,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,埼玉県戸田市笹目３−１−４,"64,200,464",381.83,"59,775,486",126,239.89,"4,370,362",0,"54,616",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,埼玉県さいたま市大宮区寿能町２−１１１外１筆,"247,070,840","1,591.98","231,709,184",510.18,983.68,"14,507,294",0,"854,362",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,埼玉県草加市旭町６−５３８−１外２筆,"206,859,850","1,797.71","151,870,540",353.74,"1,146.61","53,759,108","273,967","956,235",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,埼玉県さいたま市南区太田窪４−１３５７,"215,857,757","1,778.98","205,979,199",232.58,614.18,"9,878,545",0,13,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,埼玉県さいたま市北区日進町１−２００−１外２筆,"198,751,560","1,828.90","183,018,023",389.99,"1,015.19","15,268,513",0,"465,024",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,埼玉県さいたま市浦和区北浦和２−１４９−１,"168,839,868","1,045.87","160,959,395",251.76,731.28,"7,542,557",0,"337,916",0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,埼玉県さいたま市浦和区北浦和２−１４８−１,"111,020,957",657.93,"101,255,425",303.83,866.7,"9,692,149",0,"73,383",0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,埼玉県入間市扇町屋１−７２３−２外１筆,"146,686,339","1,634.88","146,686,338",0,0,0,0,1,0,0,0,市街化区域,第一種低層住居専用地域,50,80
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,東京都世田谷区若林四丁目２６９番９,"116,082,104",268.46,"116,082,104",0,0,0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,水戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,茨城県ひたちなか市新光町１０６−２のうち,"2,438,950,617","154,293.81","2,438,950,617",0,0,0,0,0,0,0,0,市街化区域,工業専用地域,60,200
財務省,関東財務局,水戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,茨城県高萩市本町３丁目４番外１筆,"26,641,392","1,148.95","26,641,392",0,0,0,0,0,0,0,0,非線引,商業地域,80,400
財務省,関東財務局,水戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,茨城県つくば市吾妻３丁目１９−２,"699,964,031","9,443.85","623,294,100","2,246.13","3,484.40","74,688,513","1,981,349",69,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,水戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,茨城県つくば市並木３丁目１２−１外５筆,"305,739,786","6,270.64","268,566,315",910.8,"1,737.60","36,150,388","1,022,993",90,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,水戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,茨城県つくば市並木４丁目１０番１外２筆,"1,587,712,094","36,467.43","1,334,707,938","5,528.00","15,187.27","242,133,098","10,870,952",106,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,水戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,茨城県つくば市松代５丁目１４番,"675,917,517","12,193.85","585,304,800","2,599.52","3,269.56","87,894,984","2,717,720",13,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,水戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,茨城県つくば市吾妻３丁目４番１,"779,909,110","10,270.67","677,864,220","2,939.49","4,565.70","96,820,490","2,826,212","2,398,188",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,水戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,茨城県つくば市竹園３丁目２８番,"250,516,648","2,429.13","232,125,233",378.19,694.21,"16,451,179","1,429,459","510,777",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,宇都宮財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,栃木県鹿沼市戸張町字御所前２４７９−２,"29,812,263","1,107.34","29,812,260",0,0,0,0,3,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,宇都宮財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,栃木県芳賀郡芳賀町大字祖母井字赤坂道上１６９９−１４,"22,706,418","1,898.84","22,706,416",0,0,0,0,2,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,前橋財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,群馬県前橋市大手町２−１０−３,"80,275,162",0,0,"1,020.53","4,787.48","78,223,419","326,335","1,725,408",0,0,0,,,,
財務省,関東財務局,新潟財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,新潟県長岡市東神田３−甲１２６７−３,"10,522,347",209.93,"7,698,993",59.4,59.4,"2,764,690",0,"58,664",0,0,0,市街化区域,第一種住居地域,60,200
財務省,北陸財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,石川県白山市八ツ矢町１２３番４,"43,357,398",705.9,"31,204,309",438.8,438.8,"11,589,723",0,"563,366",0,0,0,市街化区域,第一種住居地域,60,200
財務省,北陸財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,石川県金沢市平和町２丁目１４２番２,"91,601,805","1,040.75","71,402,735",418.63,921.43,"19,156,833",0,"1,042,237",0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北陸財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,石川県金沢市尾張町２丁目４０６番,"55,000,047",228.39,"22,557,395",132.59,471.63,"27,266,543",0,"5,176,109",0,0,0,市街化区域,商業地域,80,400
財務省,北陸財務局,福井財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,福井地方検察庁武生支部仮庁舎,福井県越前市上太田町４１字２０番外１筆,"38,974,110",661.87,"25,449,563",224.94,400.04,"10,651,564",0,"2,872,983",0,0,0,非線引,第一種中高層住居専用地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,愛知県名古屋市港区港陽一丁目１０２番,"75,479,288",674.45,"60,761,200",176.64,728.52,"13,256,558",0,"1,461,530",0,0,0,市街化区域,第一種住居地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,愛知県名古屋市千種区鹿子殿１６０１番１　外２筆,"549,826,369","6,141.07","534,273,090",876.78,"3,507.18","14,825,289","275,645","452,345",0,0,0,市街化区域,第一種低層住居専用地域,40,100
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,愛知県名古屋市守山区小幡一丁目１２０１番１,"247,385,269","2,321.69","222,044,109",504.33,"1,221.09","25,083,009",0,"258,151",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,愛知県名古屋市千種区鹿子町三丁目２２番　外１筆,"340,170,939","1,794.87","307,052,000",337.79,671.63,"31,047,665",0,"2,071,274",0,0,0,市街化区域,第一種低層住居専用地域,50,150
