省庁名,部局名,部局所名,会計名,分類種類名,用途施設名称,所在地,口座別合計価格　（円）,土地数量　（u）,土地価格　（円）,建物数量（建）　（u）,建物数量（延）　（u）,建物価格　（円）,立木竹価格　（円）,工作物価格　（円）,不動産の信託受益権価格　（円）,地上権等数量,地上権等価格　（円）,都市計画区域,用途地域,建ぺい率,容積率
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,愛知県名古屋市緑区鳴海町字白山５１番,"109,230,161",756.76,"83,553,114",275.76,809.28,"23,567,271",0,"2,109,776",0,0,0,市街化区域,第二種中高層住居専用地域,60,150
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,愛知県名古屋市千種区仲田１—５０１,"191,150,052",894.85,"165,470,292",188.28,582.99,"20,551,761",0,"5,127,999",0,0,0,市街化区域,第一種住居地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,愛知県名古屋市東区白壁２−９０１,"388,926,460","1,506.29","342,150,760",324.44,"1,297.76","39,809,850",0,"6,965,850",0,0,0,市街化区域,第一種住居地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,愛知県名古屋市瑞穂区佐渡町四丁目１７番,"42,609,264",214.65,"38,637,000",75.59,210.77,"3,971,787",0,477,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,愛知県名古屋市東区徳川町２４０５,"37,896,124",190.39,"35,298,306",83.95,197.55,"2,474,737",0,"123,081",0,0,0,市街化区域,第一種住居地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,愛知県名古屋市守山区守山一丁目５０４番　外１筆,"36,940,557",350.55,"30,268,940",126.81,248.03,"6,596,675",0,"74,942",0,0,0,市街化区域,近隣商業地域,80,300
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,愛知県名古屋市千種区向陽町３—１３,"234,549,175","1,030.93","219,433,450",309.18,"1,166.58","13,765,711",0,"1,350,014",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,愛知県名古屋市天白区道明町８１番　外２筆,"187,917,816","1,578.96","160,832,865",603.4,"2,240.66","26,717,065",0,"367,886",0,0,0,市街化区域,準工業地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,愛知県名古屋市昭和区御器所３−７０１,"226,280,960","1,173.03","195,137,059",431.78,"1,877.16","30,627,331","435,456","81,114",0,0,0,市街化区域,近隣商業地域,80,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,愛知県名古屋市中川区打中二丁目２１３番　外４筆,"544,711,672","4,788.98","464,873,086",776.43,"2,603.15","78,928,631",0,"909,955",0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,愛知県名古屋市南区駈上一丁目１２０８番　外１筆,"34,727,500",239.5,"34,727,500",0,0,0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,東海財務局,静岡財務事務所沼津出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,静岡県沼津市本郷町１８４６番２,"6,381,121",82.65,"6,381,121",0,0,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,50,80
財務省,東海財務局,静岡財務事務所沼津出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,静岡県駿東郡清水町徳倉字西山２１６７番２６　外1筆,"276,341,519","5,749.59","276,341,518",0,0,0,0,1,0,0,0,市街化区域,第二種中高層住居専用地域,60,150
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府八尾市八尾木５丁目３３−１,"828,749,303","12,984.58","771,284,052","1,354.71","6,055.19","51,487,184","322,026","5,656,041",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府池田市五月丘４—２３—１,"437,553,034","4,944.63","430,182,810","1,139.93","3,080.56","4,624,342","20,564","2,725,318",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府枚方市香里ヶ丘１０丁目１番２６外２筆,"1,401,358,170","21,661.65","1,273,705,020","3,380.67","8,357.13","121,865,330","1,987,509","3,800,311",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府枚方市香里ヶ丘９丁目７−１、７−２、９−３,"930,055,059","13,025.92","781,555,200","1,867.68","8,751.02","119,723,341","732,057","28,044,461",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府枚方市香里ヶ丘１０—３７３５—８外,"230,336,536","1,931.19","152,755,197",381.02,"1,155.35","75,043,177","258,554","2,279,608",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府枚方市楠葉花園町２９２０—２,"1,232,867,440","11,597.69","1,028,136,960","2,148.14","10,269.74","195,829,511","1,367,856","7,533,113",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府池田市空港２−３７４−４外,"61,547,955","1,615.99","61,084,422",959.34,"1,065.88",21,0,"463,512",0,0,0,市街化区域,準工業地域,60,200
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府堺市西区浜寺公園町３−３１１、大阪府高石市羽衣２−９８０,"319,579,421","2,743.26","242,386,223",609.91,"2,086.26","75,800,232","983,632","409,334",0,0,0,市街化区域,第二種住居地域 外,60,200
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府枚方市北中振１−３４−１１,"180,027,860","1,739.96","165,678,991",349.14,"1,132.86","14,313,880",0,"34,989",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府枚方市中宮北町２０５−１,"1,258,156,971","18,058.73","1,078,751,401","2,231.44","10,455.82","170,704,016","993,078","7,708,476",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府八尾市清水町１−１５,"177,877,417","1,167.78","177,877,417",0,0,0,0,0,0,0,0,市街化区域,近隣商業地域,80,300
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府堺市南区宮山台４−１−２,"134,757,594","1,726.12","121,862,345",219,"1,060.24","12,735,519","66,563","93,167",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府池田市空港２丁目１７９番４,"947,689,520","22,538.48","851,954,544","2,427.64","8,296.47","81,733,396","263,160","13,738,420",0,0,0,市街化区域,準工業地域,60,200
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府大阪市東住吉区鷹合１−２７−９,"91,108,958",427.68,"83,568,672",134.05,384.3,"6,890,480",0,"649,806",0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府大阪市東住吉区今川六丁目４番３５のうち,"8,714,540",46.83,"8,714,540",0,0,0,0,0,0,0,0,市街化区域,第一種住居地域,80,200
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府豊中市本町９—１１,"53,653,771",287.49,"46,918,368",142,286,"6,027,494",0,"707,909",0,0,0,市街化区域,第一種低層住居専用地域,60,150
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府池田市石橋２丁目２７−１２,"173,688,156","1,247.65","159,057,907",457.37,882,"14,451,929",0,"178,320",0,0,0,市街化区域,第二種住居地域,60,200
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府大阪市生野区勝山南３−８−３,"177,137,588","1,189.94","152,571,726",283.56,"1,091.96","24,488,922",0,"76,940",0,0,0,市街化区域,第一種住居地域,80,300
財務省,近畿財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,大阪府大阪市阿倍野区北畠２−６８,"1,076,291,333","5,900.87","1,062,156,600","1,136.85","4,757.00","11,011,855","111,749","3,011,129",0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,近畿財務局,京都財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,京都府京都市中京区御池通西洞院西入石橋町４３８—５外１筆,"742,957,096","1,209.65","682,605,495",687.98,"3,224.75","56,242,851",0,"4,108,750",0,0,0,市街化区域,商業地域,80,700
財務省,近畿財務局,京都財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,京都府京都市中京区柳馬場通二条下る等持寺町１５番　ほか１筆,"665,238,130","2,050.99","661,124,320","1,116.68","2,479.19",2,"28,573","4,085,235",0,0,0,市街化区域,商業地域,80,400
財務省,近畿財務局,京都財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,京都府京都市左京区松ヶ崎芝本町２０—１,"563,809,854","1,764.65","550,683,737",466.69,"1,414.96","12,678,200",0,"447,917",0,0,0,市街化区域,第一種低層住居専用地域,50,80
財務省,近畿財務局,京都財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,京都府京都市伏見区深草大亀谷万帖敷町３６９番２,"250,966,937","2,534.81","221,542,394",597.22,"1,691.38","27,908,757","128,757","1,387,029",0,0,0,市街化区域,第一種低層住居専用地域,50,80
財務省,近畿財務局,京都財務事務所舞鶴出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,京都府京丹後市丹後町平小字小田１００９２番５,"9,385,609","2,229.04","9,385,609",0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,,
財務省,近畿財務局,京都財務事務所舞鶴出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,京都府京丹後市峰山町丹波小字三町田８９０−４外１筆,"20,627,563","1,015.22","20,627,561",0,0,0,0,2,0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県洲本市由良町由良字大谷２５８９番４外１筆,"25,315,178","1,226.74","25,044,504",0,0,0,"218,679","51,995",0,0,0,非線引,都市計画用途地域指定なし,60,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県神戸市垂水区上高丸３丁目２２５２−１８６４　外３筆,"247,818,832","2,432.29","194,877,528",274.14,924.12,"49,203,556",0,"3,737,748",0,0,0,市街化区域,第二種中高層住居専用地域 外,60,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,職員等駐車場,兵庫県洲本市炬口１−１８,"53,211,680","1,229.94","53,211,673",0,0,0,0,7,0,0,0,市街化区域,準工業地域,60,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県神戸市垂水区多聞台２−２８,"73,151,261",738.8,"55,213,479",0,0,0,0,"17,937,782",0,0,0,市街化区域,第一種低層住居専用地域,50,100
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県神戸市東灘区住吉山手７丁目１８７２−１９８,"927,031,504","9,711.90","844,935,301","1,265.02","6,199.20","79,802,820","17,706","2,275,677",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県神戸市垂水区清水が丘２丁目６８−３３、６８−１００,"346,774,948","5,988.67","292,853,980",833.95,"4,019.45","47,352,220","171,699","6,397,049",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県南あわじ市市市字堂免２２７−１,"43,256,860",845.27,"17,308,328",336.2,499.59,"25,404,150",0,"544,382",0,0,0,都市計画区域外,都市計画用途地域指定なし,70,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県川西市久代四丁目９０ほか５筆,"503,205,214","8,492.58","458,599,320",836.51,"3,942.55","44,080,288","41,522","484,084",0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県尼崎市東園田町２−２２５,"455,690,938","2,458.66","441,513,869",514.97,822.17,"14,064,820",0,"112,249",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県神戸市中央区新港町１１２,"339,522,960","5,774.20","339,522,960",0,0,0,0,0,0,0,0,市街化区域,準工業地域,60,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県神戸市東灘区森北町２−３７−１,"114,219,500",339.35,"103,921,525",136.68,546.72,"9,059,279",0,"1,238,696",0,0,0,市街化区域,第二種中高層住居専用地域,60,300
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県神戸市垂水区上高丸３丁目２２５２番１８５８外１筆,"249,527,813","4,190.78","226,302,120",863.14,"3,156.14","21,025,644","88,053","2,111,996",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県西宮市一里山町２７−２,"286,879,683","1,489.51","270,444,372",417.84,"1,410.48","15,064,480",0,"1,370,831",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県神戸市垂水区星陵台３−１０６４−１７２８外,"168,217,473","1,547.46","140,116,521",348.74,"1,427.86","25,867,936",0,"2,233,016",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県西宮市上田西町１１−１５,"128,521,183",989.98,"126,457,075",287.53,"1,150.50","1,447,580",0,"616,528",0,0,0,市街化区域,第一種住居地域,60,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県西宮市枝川町１−２０,"1,294,760,964","11,209.03","1,210,575,240","1,858.22","8,803.34","77,187,225","262,138","6,736,361",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県神戸市東灘区深江南町１−８０−６,"257,621,611","1,540.69","232,919,973",459.76,"1,491.01","24,181,910",0,"519,728",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県芦屋市浜町１０４−６,"240,049,159",892.33,"168,512,951",276.7,781.15,"67,845,244",0,"3,690,964",0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,近畿財務局,神戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,兵庫県神戸市東灘区魚崎西町１−４２０−３,"114,077,178","1,121.11","85,764,915",369.27,"1,223.48","28,312,248",0,15,0,0,0,市街化区域,準工業地域,60,200
財務省,近畿財務局,和歌山財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,和歌山県和歌山市中之島２２４９番、２２５０番,"148,049,645","1,603.31","148,049,645",0,0,0,0,0,0,0,0,市街化区域,商業地域,80,400
財務省,近畿財務局,大津財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,滋賀県大津市御幸町１１１番５,"69,601,361",683.17,"69,601,359",0,0,0,0,2,0,0,0,市街化区域,商業地域,80,400
財務省,近畿財務局,大津財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,オープンスペース等,滋賀県大津市御陵町７２番２０のうち,"282,482,530","3,183.80","282,376,217",0,0,0,"106,308",5,0,0,0,市街化区域,近隣商業地域,80,300
財務省,近畿財務局,大津財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,滋賀県大津市御幸町１１１番３外１筆,"202,963,745","2,049.74","202,648,375",0,0,0,0,"315,370",0,0,0,市街化区域,商業地域,80,400
財務省,近畿財務局,大津財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,オープンスペース等,滋賀県大津市御陵町７２−２０のうち,"379,650,470","4,280.57","379,650,470",0,0,0,0,0,0,0,0,市街化区域,近隣商業地域,80,300
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県安芸郡坂町鯛尾一丁目５７１０番１５外,"79,023,723","1,413.05","79,023,720",0,0,0,0,3,0,0,0,市街化区域,工業地域,60,200
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市佐伯区楽々園６丁目１０６５−３３,"65,964,779",785.49,"65,964,779",0,0,0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市東区牛田旭１−１３２−１７,"22,315,882",247.82,"22,233,419",0,0,0,0,"82,463",0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市東区牛田旭１丁目１３２−１６外,"96,290,267",959.87,"86,115,697",0,0,0,0,"10,174,570",0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市南区宇品海岸三丁目４番１６１,"130,956,446","1,025.88","128,235,001",30.8,30.8,"445,672",0,"2,275,773",0,0,0,市街化区域,準工業地域,60,200
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市東区二葉の里３−４−１０,"983,987,600","4,555.92","983,987,600",0,0,0,0,0,0,0,0,市街化区域,近隣商業地域,80,300
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市東区二葉の里３−４−９,"45,822,316",212.16,"45,822,316",0,0,0,0,0,0,0,0,市街化区域,近隣商業地域,80,300
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市中区上幟町３−８,"94,802,996",324.7,"94,617,579",64.09,64.09,"12,848","92,553","80,016",0,0,0,市街化区域,近隣商業地域,80,400
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市中区上幟町３−８,"561,529,554","1,915.91","558,296,175",221.48,221.48,1,"3,095,080","138,298",0,0,0,市街化区域,近隣商業地域,80,400
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市中区平野町８−１,"197,432,104","1,184.67","181,467,750",126.87,126.87,1,"15,850,330","114,023",0,0,0,市街化区域,近隣商業地域,80,300
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県安芸郡坂町鯛尾１−５７０８−３４外,"85,759,715","2,066.41","85,759,714",0,0,0,0,1,0,0,0,市街化区域,工業地域,60,200
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市安芸区船越南二丁目１９２０−２２,"108,863,025","1,468.50","88,101,189",378.52,"1,131.22","19,309,058",0,"1,452,778",0,0,0,市街化区域,第一種住居地域,60,200
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市佐伯区楽々園５丁目１０６７−６の一部,"91,215,179","1,447.86","91,215,179",0,0,0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市東区牛田早稲田三丁目９１−１２８,"2,631,368,123","40,398.29","2,331,671,343","5,029.23","22,203.61","291,619,921","491,741","7,585,118",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市中区平野町７−４,"508,370,720","2,819.05","469,839,787",320.67,360.34,"13,109","38,472,888","44,936",0,0,0,市街化区域,近隣商業地域,80,300
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市中区吉島西三丁目８０７−５,"566,828,491","5,585.14","507,315,989","1,275.50","4,420.09","59,168,818",0,"343,684",0,0,0,市街化区域,第一種住居地域,60,200
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市中区白島中町２−１外１筆,"487,234,191","2,675.70","453,908,424",535.65,"2,159.97","33,152,340",0,"173,427",0,0,0,市街化区域,第二種住居地域,60,300
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市南区宇品東６丁目８６５番４,"387,166,522","3,886.56","361,450,080",793.6,"2,733.22","25,387,788",0,"328,654",0,0,0,市街化区域,第二種住居地域,60,200
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市南区丹那町２−３,"234,213,339","2,267.46","217,163,714",414,940.56,"7,883,472","8,737,751","428,402",0,0,0,市街化区域,第一種住居地域,60,200
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市佐伯区楽々園５−１０６７−１外,"2,735,020,308","36,525.80","2,481,330,722","7,179.55","26,353.16","245,493,352","987,339","7,208,895",0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市東区牛田新町４−４−３,"66,007,381",915.45,"58,510,986",271.36,697.6,"7,454,654","5,710","36,031",0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市南区皆実町１—１８３—１,"562,675,100","3,742.24","545,349,150",754.03,"2,522.92","15,691,151","851,323","783,476",0,0,0,市街化区域,第二種住居地域,60,300
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市西区観音新町３丁目２７６０番４,"209,515,561","2,144.68","184,817,799",424.34,"1,424.45","24,347,201",0,"350,561",0,0,0,市街化区域,第一種住居地域,60,200
財務省,中国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県広島市中区上八丁堀２−５,"1,944,141,082","8,106.52","1,808,288,990","1,550.00","4,709.06","92,409,471","19,666,874","23,775,747",0,0,0,市街化区域,商業地域,80,400
財務省,中国財務局,本局呉出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,広島県呉市宝町７−１１,"16,327,239",244.38,"16,327,239",0,0,0,0,0,0,0,0,市街化区域,準工業地域,60,200
財務省,四国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,新居浜労働基準監督署庁舎敷地,愛媛県新居浜市一宮町一丁目甲８０５番１,"61,696,180",677.98,"61,696,180",0,0,0,0,0,0,0,0,市街化区域,商業地域,80,400
財務省,四国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,香川県高松市錦町二丁目１６番２９,"36,072,343",255.13,"35,978,942",52.89,52.89,1,0,"93,400",0,0,0,非線引,第二種中高層住居専用地域,60,200
財務省,四国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,香川県高松市宮脇町二丁目９９１番２,"17,755,071",302.89,"14,544,777",72.45,144.9,"3,101,402",0,"108,892",0,0,0,非線引,第一種中高層住居専用地域,60,200
財務省,四国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,香川県高松市宮脇町二丁目９６１番８,"10,236,493",165.8,"10,236,492",0,0,0,0,1,0,0,0,非線引,第二種中高層住居専用地域,60,200
財務省,四国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,香川県高松市中央町２０番６,"18,315,897",200.13,"18,315,897",0,0,0,0,0,0,0,0,非線引,近隣商業地域,80,300
財務省,四国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,香川県高松市宮脇町一丁目１８番７,"14,706,951",154.81,"14,706,950",0,0,0,0,1,0,0,0,非線引,第一種中高層住居専用地域,60,200
財務省,四国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,香川県高松市木太町字夷村３４２９番１,"170,909,738","5,169.55","117,865,740","1,104.88","4,154.29","52,674,057","175,990","193,951",0,0,0,非線引,第一種中高層住居専用地域,60,200
財務省,四国財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,香川県高松市番町三丁目１７番１２,"33,170,958",189.44,"33,170,944",87.63,120.75,2,0,12,0,0,0,非線引,第二種中高層住居専用地域,60,200
財務省,四国財務局,松山財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,愛媛県西条市大町字受２５８番２外１筆,"36,951,812",659.03,"36,951,812",0,0,0,0,0,0,0,0,非線引,第二種住居地域,60,200
財務省,四国財務局,高知財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,高知県土佐清水市浜町２番２,"10,681,039",449.12,"10,663,420",0,0,0,0,"17,619",0,0,0,非線引,都市計画用途地域指定なし,70,300
財務省,四国財務局,高知財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,高知県安芸郡東洋町甲浦字唐人ヶ鼻７０８番１３外,"22,995",88.94,"11,465",0,0,0,0,"11,530",0,0,0,非線引,都市計画用途地域指定なし,40,0
財務省,四国財務局,高知財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,高知県宿毛市宿毛字三反地１７４８番３外１筆,"79,141,453","1,552.23","58,696,843",500.19,500.19,"19,477,966",0,"966,644",0,0,0,非線引,近隣商業地域,80,200
財務省,九州財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,熊本県熊本市中央区大江三丁目２番５,"158,196,886","1,564.17","133,398,674",520.83,"1,484.24","22,663,362",0,"2,134,850",0,0,0,市街化区域,第二種住居地域,60,200
財務省,九州財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,熊本県熊本市東区東町３丁目３番１４,"306,326,989","7,250.17","261,006,120",893.61,"4,404.18","43,409,811","568,522","1,342,536",0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,九州財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,熊本県熊本市中央区大江４丁目２番５　外１筆,"260,575,462","2,299.06","260,575,460",0,0,0,0,2,0,0,0,市街化区域,商業地域,80,400
財務省,九州財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,,熊本県熊本市東区栄町１８番,"195,276,132","4,133.41","178,563,312",808.53,"2,358.39","16,445,064","267,735",21,0,0,0,市街化区域,第二種住居地域,60,200
