省庁名,部局名,部局所名,会計名,分類種類,所在地,口座別合計価格　（円）,土地数量　（u）,土地価格　（円）,都市計画区域,用途地域,建ぺい率,容積率,処理方法
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県水戸市開江町字京塚１６１８,"3,504,600",419.18,"3,504,600",市街化調整区域,都市計画用途地域指定なし,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県日立市台原町３−３５２,"5,057,086",257.81,"5,057,086",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県日立市川尻町５−４８,"763,612",385.92,"763,612",市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県日立市折笠町１−１２２,"11,025,344",549.28,"11,025,344",市街化区域,第一種住居地域,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県日立市東滑川町４−２３１５,"10,487,079",666.14,"10,487,079",市街化区域,工業地域,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県日立市東金沢町１−５４８,"17,321,634",795.3,"17,321,634",市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県日立市東金沢町１−５５５外２筆,"12,410,868",963.94,"12,410,868",市街化区域,第一種住居地域,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県土浦市右籾字宮塚３０７４−２外１筆,"53,989,446","1,940.74","53,989,446",市街化区域,準工業地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県土浦市小松３−１０１２−１,"52,152,462","2,218.61","52,152,462",市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県土浦市木田余東台５−２７６,"9,840,382",368.14,"9,840,382",市街化区域,第一種住居地域,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県土浦市桜ケ丘町７４６−１８外１筆,"7,354,074",159.45,"7,354,074",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県土浦市桜ケ丘町７４６−２９外１筆,"3,354,193",192.2,"3,354,193",市街化区域,第一種低層住居専用地域,50,100,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県土浦市桜ケ丘町７４６−２９外１筆,"286,273",27.34,"286,273",市街化区域,第一種低層住居専用地域,50,100,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県土浦市桜ケ丘町７４６−３５,"1,774,309",138.01,"1,774,309",市街化区域,第一種低層住居専用地域,50,100,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県土浦市桜ヶ丘町７４６−１２外１筆,"6,554,789",286.12,"6,554,789",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県土浦市桜ヶ丘町７４６−２４,"3,619,480",188.82,"3,619,480",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県土浦市桜ヶ丘町７４６−３１,"5,656,750",108.53,"5,656,750",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県土浦市桜町２−３１３８−１５外１筆,"1,232,538",137.23,"1,232,538",市街化区域,商業地域,80,600,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県土浦市真鍋１−３６８−１１,"408,722",87.24,"408,722",市街化区域,近隣商業地域,80,400,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県古河市中央町１−５６３２−４外４筆,"5,417,685",241.24,"5,417,685",市街化区域,商業地域,80,300,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県古河市中田字前出し６０５−５外３筆,"2,014,014",193.35,"2,014,014",市街化区域,第二種低層住居専用地域,60,200,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県古河市中田字大道西１３１４−１,"57,883,621","2,562.88","57,883,621",市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県古河市大堤字横山下１６６３,"24,746,180","1,469.06","24,746,180",市街化区域,第一種住居地域,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県古河市大山字小堤９９−３,"3,608,823",204.7,"3,608,823",市街化区域,第一種住居地域,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県古河市宮前町６４０２−２６外３筆,"96,835,439","2,851.12","96,835,439",市街化区域,第二種低層住居専用地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県古河市旭町２−２２６１,"2,938,951",267,"2,938,951",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県古河市東牛谷字溜下１３６３−６,"5,779,212",240,"5,779,212",市街化区域,第一種住居地域,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県古河市東諸川字稲荷山１４８−４外,"9,897,717",901.73,"9,897,717",市街化区域,第二種中高層住居専用地域,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県古河市横山町１−５４２６−２,"2,674,019",208.43,"2,674,019",市街化区域,商業地域,80,300,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県古河市緑町３１４８−２,"8,784,864",236.95,"8,784,864",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県古河市西牛谷字中明１５３５,"5,311,180",591,"5,311,180",市街化区域,準住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県古河市諸川字大日前６５９−１,"19,572,063",952.69,"19,572,063",市街化区域,第一種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県石岡市八軒台３１５６,"19,576",876.12,"19,576",市街化区域,準工業地域,60,200,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県石岡市宇治会字新立２０９２−１外１筆,"2,789,059",849.87,"2,789,059",非線引,都市計画用途地域指定なし,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県結城市大字結城字塔ノ下町７４５−３外３筆,"22,432,750",897.31,"22,432,750",市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県結城市大字結城字観音台６０２１−１,"5,221,581",343,"5,221,581",市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県下妻市下妻字三ノ輪甲６−２,"4,960,641",491.25,"4,960,641",市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県常総市水海道橋本町字橋本３４６３−６,"4,096,153",588.42,"4,096,153",市街化区域,第一種住居地域,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県常総市水海道諏訪町字五本榎２７９４−１３,"2,318,453",76.56,"2,318,453",市街化区域,近隣商業地域,80,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県常陸太田市木崎二町字上長堀８７３−５,"9,566,323",355.89,"9,566,323",市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県常陸太田市西三町４１６５−１外２筆,"13,799,070",659.99,"13,799,070",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県高萩市大字安良川字浜野３０８−２,"19,171","5,312.19","19,171",非線引,第一種中高層住居専用地域,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県北茨城市中郷町下桜井字東下９７３−１９,590,198.16,590,非線引,第一種低層住居専用地域,40,80,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県北茨城市中郷町下桜井字東下９７３−３３,"722,889",74.15,"722,889",非線引,準住居地域,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県北茨城市中郷町下桜井字東下９７３−９,539,180.74,539,非線引,第一種低層住居専用地域,40,80,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県北茨城市大津町字作ノ内９５４−３外５筆,"11,637,556","1,808.74","11,637,556",非線引,第二種低層住居専用地域,60,150,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県北茨城市磯原町磯原字北アラヤ２１２３−２,"2,340,000",175.83,"2,340,000",非線引,準住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県北茨城市磯原町磯原字北アラヤ２１２３−４,"3,510,000",263.73,"3,510,000",非線引,準住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県北茨城市磯原町磯原字北田２５５３−８７,"1,620,951",167.65,"1,620,951",非線引,準住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県北茨城市磯原町磯原字東橋場１９８−３外４筆,"7,629,697","1,044.55","7,629,697",非線引,準住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県笠間市平町字原１７３１外１筆,"357,595,947","20,727.55","357,595,947",非線引,都市計画用途地域指定なし,60,200,地方公共団体等へ売払
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県笠間市平町字原１７３１−１,"178,798,188","10,363.77","178,798,188",非線引,都市計画用途地域指定なし,60,200,地方公共団体等へ売払
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県笠間市旭町字旭台４５−３,"5,826,569",494.08,"5,826,569",非線引,都市計画用途地域指定なし,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県笠間市笠間字桂町９７５−２６,"15,950,743",991.9,"15,950,743",非線引,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県取手市井野台２−２５００−４,"7,884,619",194.87,"7,884,619",市街化区域,近隣商業地域,80,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県取手市宮和田字関６２１−４外２筆,"11,727,984",872.56,"11,727,984",市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県取手市寺田字小山３９２７−３外２筆,"44,009,545","2,676.35","44,009,545",市街化区域,第一種低層住居専用地域,40,80,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県取手市小浮気字新田５７３−３外３筆,"8,245,561",293.24,"8,245,561",市街化区域,準工業地域,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県取手市白山１−甲２９７−１外２筆,"38,985,317",882.46,"38,985,317",市街化区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県取手市藤代字箕輪７４３−１,"12,992,173",897.36,"12,992,173",市街化区域,第二種低層住居専用地域,60,150,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県取手市野々井字堀尻４１,"8,386,519",410.48,"8,386,519",市街化区域,第一種低層住居専用地域,40,80,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県牛久市栄町２−３５−１９,"8,217,000",232.39,"8,217,000",市街化区域,第二種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県つくば市上横場字細田２５７３−１５,"99,805",928.2,"99,805",市街化調整区域,都市計画用途地域指定なし,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県つくば市並木２−１１,"471,605,970","14,291.09","471,605,970",市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県つくば市並木２−１７−１,"80,912,944","1,520.92","80,912,944",市街化区域,第一種中高層住居専用地域,60,200,地方公共団体等において利用
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県つくば市吾妻１−４−２,"1,185,757,440","12,351.64","1,185,757,440",市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県つくば市小野崎字涌井５０３−１,"16,700,000",244.14,"16,700,000",市街化調整区域,都市計画用途地域指定なし,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県つくば市松代５−１６,"1,736,710,080","36,181.46","1,736,710,080",市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県つくば市池向井字北沢１５１２−８８,"2,851,874",182.54,"2,851,874",市街化調整区域,都市計画用途地域指定なし,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県つくば市片田字下割１８７−５,"5,286,529",821,"5,286,529",市街化区域,第一種低層住居専用地域,40,80,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県つくば市片田字下割１８７−９７,"14,848,647","2,306.00","14,848,647",市街化区域,第一種低層住居専用地域,40,80,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県つくば市片田字下割１８７−９８,"7,417,883","1,152.00","7,417,883",市街化区域,第一種低層住居専用地域,40,80,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県つくば市竹園１−１３−２,"604,096,920","9,588.84","604,096,920",市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県つくば市竹園３−２６,"348,307,080","5,277.38","348,307,080",市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県つくば市竹園３−２７,"348,133,500","5,274.75","348,133,500",市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県つくば市西栗山字上山１１８−４６,"49,971,248","1,411.00","49,971,248",市街化区域,第一種低層住居専用地域,40,80,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市中根字六ツ野４８５２−７２外２筆,"23,877,495",799.38,"23,877,495",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市中根字六ツ野４９４３−６,"67,234,225","2,917.92","67,234,225",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市大字馬渡字向野２８９５−５８外１筆,"75,640,739","2,792.00","75,640,739",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市大字馬渡字向野２９７５−２９外２筆,"40,745,277","2,842.95","40,745,277",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市大字馬渡字西谷津２５５９−３７,"22,439,835",936,"22,439,835",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市大字高野字後々内６８０−２,"11,580,326",463.5,"11,580,326",市街化区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市大字高野字後々内７１１−２,"17,553,580",444.05,"17,553,580",市街化区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市平磯町字今法内２９６３−２外１筆,"1,770,052",205.87,"1,770,052",市街化区域,第一種低層住居専用地域,60,150,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市新光町１０のうち,"2,777,822,552","196,470.61","2,777,822,552",市街化区域,準工業地域,60,200,地方公共団体等において利用
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市新光町１０３−１外１筆,"1,517,970,754","147,499.35","1,517,970,754",市街化区域,準工業地域,60,200,地方公共団体等において利用
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市新光町１０３−３外２筆,"508,922,053","49,451.37","508,922,053",市街化区域,準工業地域,60,200,地方公共団体等において利用
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市新光町１０６−２のうち,"798,006,546","77,541.29","798,006,546",市街化区域,工業専用地域,60,200,地方公共団体等において利用
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市新光町１２,"297,027,015","21,008.21","297,027,015",市街化区域,準工業地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市新光町１４,"108,045,040","7,641.84","108,045,040",市街化区域,準工業地域,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市新光町３１,"542,770,327","31,703.45","542,770,327",市街化区域,準工業地域,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市新光町４６,"4,088,907,680","397,314.08","4,088,907,680",市街化区域,準工業地域,60,200,地方公共団体等へ売払
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市新光町５６,"988,814,326","96,081.86","988,814,326",市街化区域,準工業地域,60,200,地方公共団体等において利用
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市新光町６０,"955,182,838","92,813.93","955,182,838",市街化区域,準工業地域,60,200,地方公共団体等において利用
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市新光町９９,"2,363,206,809","229,629.87","2,363,206,809",市街化区域,準工業地域,60,200,地方公共団体等において利用
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市武田字下新句１０８４−４,"5,909,919",278.46,"5,909,919",市街化区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市阿字ケ浦町字野中８３１−４,"19,863,321","1,376.00","19,863,321",市街化区域,第二種住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市阿字ヶ浦町字千駄切５５２−１６,"215,708,804","14,001.41","215,708,804",市街化調整区域,都市計画用途地域指定なし,60,200,国において利用
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県ひたちなか市高野字後々内７１５−１,"17,361,003",561.59,"17,361,003",市街化区域,第二種住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県鹿嶋市大字宮中字新町附２０１７−１４,"11,161,671",731.05,"11,161,671",市街化区域,第二種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県鹿嶋市大字平井字海岸１−２０８,"734,150",427.5,"734,150",市街化区域,第一種低層住居専用地域,40,80,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県鹿嶋市大字平井字高塚西１３５９−１７２,"62,033,265","7,033.25","62,033,265",市街化区域,第一種低層住居専用地域,40,80,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県鹿嶋市大字泉川字北本山１５７０−５,"11,005,710","1,678.05","11,005,710",市街化区域,準工業地域,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県鹿嶋市大字粟生字十二神２２３３−１,"52,688,853","4,071.39","52,688,853",市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県鹿嶋市大字角折字弟２３５６−６外２筆,"554,163",413.27,"554,163",市街化調整区域,都市計画用途地域指定なし,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県鹿嶋市大字角折字忠２３６２−１８,"4,109,284",985.65,"4,109,284",市街化調整区域,都市計画用途地域指定なし,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県潮来市大生字御鍵免１３７７−１,"11,157,812","5,164.62","11,157,812",市街化調整区域,都市計画用途地域指定なし,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県常陸大宮市下伊勢畑字紺茶３０９０,"1,791,900","3,611.77","1,791,900",都市計画区域外,都市計画用途地域指定なし,,,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県常陸大宮市南町３１０１−１１外１筆,"48,694,189","2,352.65","48,694,189",非線引,第二種低層住居専用地域,40,80,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県常陸大宮市南町３１０１−１２８,"11,206,503",541.44,"11,206,503",非線引,第二種低層住居専用地域,40,80,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県筑西市藤ケ谷字藤野２７４０−３,"9,509,332","1,299.43","9,509,332",市街化調整区域,都市計画用途地域指定なし,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県筑西市藤ケ谷字藤野２９４０−３,"18,987,783","2,594.64","18,987,783",市街化調整区域,都市計画用途地域指定なし,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県筑西市藤ケ谷字藤野２９４０−３のうち,"7,318",1,"7,318",市街化調整区域,都市計画用途地域指定なし,60,200,地方公共団体等において利用
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県稲敷市江戸崎字大町下甲３２９０外１筆,"13,822,465","1,522.58","13,822,465",市街化区域,第一種低層住居専用地域,40,80,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県稲敷市江戸崎字新山東甲２１８６外１筆,"25,704,156","3,143.33","25,704,156",市街化区域,第一種低層住居専用地域,40,80,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県かすみがうら市上志筑字堀ノ内７５１−３外１筆,"2,134,757","1,526.11","2,134,757",市街化調整区域,都市計画用途地域指定なし,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県神栖市土合中央３−１００００−１７３２,"36,017,598","2,741.90","36,017,598",市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県神栖市奥野谷字出羽４１８３外１筆,"9,503,049",624.53,"9,503,049",市街化調整区域,都市計画用途地域指定なし,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県神栖市溝口字砂山４９９８−２,"9,215",433.8,"9,215",市街化区域,工業専用地域,60,200,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県神栖市矢田部字大道下４３２２−４外２筆,"15,840",37.67,"15,840",市街化調整区域,都市計画用途地域指定なし,60,200,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県神栖市矢田部字大道下４３２６−２外５筆,"14,058,000","3,309.11","14,058,000",市街化調整区域,都市計画用途地域指定なし,60,200,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県神栖市知手中央５−３４０６−２７,"8,684,234",525.14,"8,684,234",市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県鉾田市塔ヶ崎字髭前１２−４外３筆,"4,543,386",365.8,"4,543,386",市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県鉾田市札字今鹿島８７８−３のうち,"56,773",13.6,"56,773",非線引,都市計画用途地域指定なし,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県鉾田市札字今鹿島８７８−３外１筆,"930,271",222.84,"930,271",非線引,都市計画用途地域指定なし,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県鉾田市梶山字前野３０６−２０,"830,676",237.21,"830,676",非線引,都市計画用途地域指定なし,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県鉾田市烟田字宮内２３３８−４９,"272,503",185.69,"272,503",非線引,都市計画用途地域指定なし,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県小美玉市小川字新宿１６９１,"20,992,851","1,938.89","20,992,851",非線引,第一種低層住居専用地域,60,150,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県小美玉市羽刈字五万堀３８４−１外１筆,"7,075,715",413.35,"7,075,715",非線引,第一種住居地域,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県小美玉市羽刈字五万堀３８５−８０,"6,904,656",605.49,"6,904,656",非線引,第一種住居地域,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県小美玉市羽刈字北浦２３８,"5,885,689",491.28,"5,885,689",非線引,都市計画用途地域指定なし,60,200,一般競争入札（売残）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県小美玉市野田字カウチタ５９４−１３,"6,213,944","1,064.65","6,213,944",非線引,都市計画用途地域指定なし,60,200,一般競争入札（未実施）
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県東茨城郡大洗町大貫町字寺ノ上１７７４,"3,100",76.03,"3,100",市街化区域,第二種低層住居専用地域,60,150,当分の間入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県東茨城郡大洗町大貫町字寺釜下９５１０−１１,"574,540",72.34,"574,540",市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県東茨城郡大洗町磯浜町字大洗下より大貫境まで６８８１−５３６,"4,319,183",112.85,"4,319,183",市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,水戸財務事務所,一般会計,普通財産,茨城県稲敷郡美浦村大字大山字平須２０１４−８外５筆,"186,734,005","40,865.11","186,734,005",市街化調整区域,都市計画用途地域指定なし,60,200,地方公共団体等へ売払
