省庁名,部局名,部局所名,会計名,分類種類,所在地,口座別合計価格　（円）,土地数量　（u）,土地価格　（円）,都市計画区域,用途地域,建ぺい率,容積率,処理方法
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市田喜野井２−３４０−６２０外１筆,"33,027,423",738.01,"33,027,423",市街化区域,第一種住居地域,60,200,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市芝山３−１０５５−５９,"174,151,964","3,128.00","174,151,964",市街化区域,第一種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市薬円台４−２７０−２７,"81,171,908",606.92,"81,171,908",市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市薬円台５−２４４−２外３筆,"1,772,005,560","22,718.02","1,772,005,560",市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市行田３−１５−４,"2,104,237,440","25,978.24","2,104,237,440",市街化区域,第一種中高層住居専用地域,60,200,地方公共団体等へ売払
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市西船２−２２４３,"620,380,620","7,659.02","620,380,620",市街化区域,第一種中高層住居専用地域,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市飯山満町２−１００８,"19,382,011",519.01,"19,382,011",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市飯山満町２−１０１６,"32,120,818",862.49,"32,120,818",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市飯山満町２−７５３−３外１筆,"33,160,409","1,090.91","33,160,409",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市飯山満町２−７８３外１筆,"66,405,608","1,084.79","66,405,608",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市飯山満町２−８８１−１,"147,787,356","1,713.16","147,787,356",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市飯山満町２−８８８−１,"23,123,070",426.44,"23,123,070",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市飯山満町２−９１１,"16,862,933",462.8,"16,862,933",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市飯山満町２−９１３,"11,156,150",224.79,"11,156,150",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市飯山満町２−９１６,"20,718,039",556.06,"20,718,039",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市飯山満町２−９１７,"27,215,066",618.18,"27,215,066",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市飯山満町２−９２３−１,"48,803,797",956.13,"48,803,797",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県船橋市飯山満町２−９９９,"38,061,035",649.6,"38,061,035",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県館山市佐野字藤原方７００−１外２筆,"5,868,440","1,133.92","5,868,440",非線引,都市計画用途地域指定なし,70,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県館山市北条字段所５２０−１外１筆,"134,352,968","7,598.72","134,352,968",非線引,都市計画用途地域指定なし,70,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県館山市北条字浜新田２６２８−１３,"467,965",188.41,"467,965",市街化区域,商業地域,80,400,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県館山市湊字花立１３８−１外５筆,"19,124,955","1,710.64","19,124,955",非線引,都市計画用途地域指定なし,70,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県館山市笠名字新具曾１４０９−３,"2,716,565","1,763.70","2,716,565",非線引,第一種住居地域,60,200,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県館山市長須賀字菱沼１９０−７,"14,566,212","1,105.10","14,566,212",非線引,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県木更津市中島字高洲４３６４−３２,"7,489,744",854.2,"7,489,744",市街化調整区域,都市計画用途地域指定なし,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県木更津市江川字稲荷下４１４−２外１筆,"10,029,197",424.84,"10,029,197",市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県木更津市江川字鰯田７７０−５,"4,045,751",255,"4,045,751",市街化区域,第一種住居地域,60,200,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県木更津市清見台東１−１９−３６外１筆,"13,703,144",537.8,"13,703,144",市街化区域,第一種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県木更津市清見台東１−２０−４,"94,550,753","5,770.73","94,550,753",市街化区域,第一種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県木更津市清見台２−１４−１,"10,185,567",329.63,"10,185,567",市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県木更津市請西字塚原１１４３−１,"17,694,093","2,611.00","17,694,093",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県木更津市高柳３−５４７６−９,"19,625,622","1,088.13","19,625,622",市街化区域,第一種低層住居専用地域,60,150,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県松戸市上本郷字４−４６４１,"81,035,364",733.79,"81,035,364",市街化区域,第一種低層住居専用地域,50,100,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県松戸市五香西２−５０−１９,"27,492,586",336.05,"27,492,586",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県松戸市大谷口字本城４２５−２外１筆,"529,500,240","7,354.17","529,500,240",市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県松戸市岩瀬字向山５５０−１外３筆,"1,126,697,401","12,518.86","1,126,697,401",市街化区域,第二種住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県松戸市岩瀬字相模台４７３−１２外２筆,"176,203,707","2,025.33","176,203,707",市街化区域,第二種住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県松戸市岩瀬字相模台４７３−６,"120,443,669","1,384.41","120,443,669",市街化区域,第二種住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県松戸市岩瀬字相模台４８７−７のうち,"28,696,499",318.85,"28,696,499",市街化区域,第二種住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県松戸市新作字１−１０３５−２,"178,304,001","1,655.07","178,304,001",市街化区域,第一種住居地域,60,200,地方公共団体等において利用
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県松戸市新松戸北１−６−１２,"33,246,716",233.17,"33,246,716",市街化区域,第二種住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県松戸市新松戸北１−７−６外１筆,"127,795,798",905.39,"127,795,798",市街化区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県松戸市松飛台字御立場４５−１,"790,847,910","11,509.11","790,847,910",市街化調整区域,都市計画用途地域指定なし,50,100,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県松戸市秋山字入谷津２８６外１０筆,"125,483,750","2,636.83","125,483,750",市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県松戸市竹ケ花字清水下２１１−１,"4,691,858",171.55,"4,691,858",市街化区域,近隣商業地域,80,300,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県松戸市高塚新田字一本松４０３−１外７筆,"264,412,737","4,361.02","264,412,737",市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県松戸市高塚新田字受原３６１−７７外６筆,"156,501,114","2,737.31","156,501,114",市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県松戸市高塚新田字受原３６２−９８外３筆,"47,010,442",647.87,"47,010,442",市街化区域,第一種中高層住居専用地域,50,150,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県野田市中根新田字横市前６−３,"29,003,004","1,180.67","29,003,004",市街化調整区域,都市計画用途地域指定なし,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県野田市山崎字梅台９５５−２９,"19,190,470",430,"19,190,470",市街化区域,第一種低層住居専用地域,30,50,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県野田市山崎新町１１−１４,"16,896,810",331.31,"16,896,810",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県野田市山崎新町１２−３,"18,400,138",357.43,"18,400,138",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県野田市木間ケ瀬字浅間久保４８９−３,"2,020,528",198.41,"2,020,528",市街化区域,第一種中高層住居専用地域,60,150,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県野田市柳沢新田字畔ケ谷１−３７,"10,714,037",371.72,"10,714,037",市街化区域,第一種住居地域,60,200,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県野田市清水字堀尻２７３−１,"8,988,571",192.92,"8,988,571",市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県茂原市東郷字御用地１１４７−１,"7,171,763",522.67,"7,171,763",非線引,準工業地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県茂原市萩原町３−２０−１５外１筆,"43,212,663","1,609.65","43,212,663",非線引,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県成田市不動ヶ岡字申新田１９８５−９,"2,804,128",114.2,"2,804,128",市街化区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県成田市土屋字大崎８１３−２外１筆,"4,418,923",310.61,"4,418,923",市街化区域,第一種低層住居専用地域,60,150,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県成田市村田字八山１１２４,"68,098",402.95,"68,098",非線引,都市計画用途地域指定なし,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県成田市村田字根古屋３３９−１外１筆,"1,640,676",500.97,"1,640,676",非線引,都市計画用途地域指定なし,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県佐倉市六崎字貴舟台１００４−２,"9,523,871",390.44,"9,523,871",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県佐倉市城内町字鹿島台２７７−１９外２筆,"61,350,496","3,704.56","61,350,496",市街化区域,第一種低層住居専用地域,60,150,地方公共団体等へ売払
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県佐倉市寺崎北２−２−４,"66,132,000","1,152.40","66,132,000",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県佐倉市江原字埜谷２８２−８９外１筆,"22,528,608","1,661.40","22,528,608",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県佐倉市王子台５−２５−１８,"28,887,100",525.22,"28,887,100",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県佐倉市王子台５−２７−１０,"16,274,412",280,"16,274,412",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県佐倉市王子台５−４０−１１,"19,800,550",360.01,"19,800,550",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県旭市二字新川４９７０−３,"3,172,877",238.69,"3,172,877",非線引,都市計画用途地域指定なし,60,200,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県旭市鎌数字川西一番５１４６−１６,"26,258,297","1,963.44","26,258,297",非線引,工業専用地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県旭市鎌数字川西二番７８５７−１外２筆,"166,254,135","28,587.66","166,254,135",非線引,工業専用地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県旭市関戸字大惣堀７９３−２,"4,000,528","1,039.80","4,000,528",都市計画区域外,都市計画用途地域指定なし,,,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県旭市飯岡字砂子１８３１−１,"6,888,537",656.22,"6,888,537",都市計画区域外,都市計画用途地域指定なし,,,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県習志野市屋敷３−３３１１−１外２筆,"9,308,698",351.97,"9,308,698",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県習志野市泉町２−７６−１１０,"155,737,098","1,409.36","155,737,098",市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県習志野市泉町２−７６−１３,"235,764,540","3,572.19","235,764,540",市街化区域,第一種中高層住居専用地域,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県習志野市泉町２−７６−２２外１筆,"320,161,679","5,272.68","320,161,679",市街化区域,第一種中高層住居専用地域,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県習志野市泉町３−７６−１５１外１筆,"658,272,120","9,973.82","658,272,120",市街化区域,第一種中高層住居専用地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県習志野市泉町３−７６−９２,"7,096,662",230.23,"7,096,662",市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県習志野市津田沼２−１７３７−１４外１筆,"387,952,133","2,438.83","387,952,133",市街化区域,第二種中高層住居専用地域,60,200,地方公共団体等において利用
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県習志野市津田沼３−４３５−１４,"643,519,800","7,660.95","643,519,800",市街化区域,第二種中高層住居専用地域,60,200,地方公共団体等において利用
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県習志野市谷津４−２０９−４,"300,516,760","2,728.82","300,516,760",市街化区域,第一種住居地域,60,200,地方公共団体等へ売払
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市中十余二字元山３４２−２外１筆,"14,677,487","1,447.77","14,677,487",市街化調整区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市中十余二字元山３６１−２２,"126,477,920","6,397.74","126,477,920",市街化区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市中十余二字元山３６１−２５,"3,380,801",333.48,"3,380,801",市街化調整区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市中十余二字元山３７６−８,"62,844,215","3,464.87","62,844,215",市街化調整区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市中十余二字元山３７６−９,"1,616,631",89.13,"1,616,631",市街化調整区域,準住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市中十余二字元山３９４−６外２筆,"85,019,444","5,869.51","85,019,444",市街化調整区域,準住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市十余二字水砂４９９−１外１筆,"216,662,327","1,933.30","216,662,327",市街化区域,準住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市十余二字翁台３６３−３２,"43,006,454",789.93,"43,006,454",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市十余二字翁台３６３−５６外２筆,"71,075,293","1,305.49","71,075,293",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市十余二字聖人塚５７２−８４,"32,224,507",916,"32,224,507",市街化区域,準工業地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市大室字八反目台１８４１外１筆,"33,983,331",695.24,"33,983,331",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市大室字寺下前８６８,"21,695,641",757.08,"21,695,641",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市大室字小山台５９０外３筆,"68,220,230","3,151.95","68,220,230",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市戸張字根郷１０７４−２,"38,272,048",709.53,"38,272,048",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市東柏２−８１４−１,"30,548,560",389.65,"30,548,560",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市東柏２−８１４−５３外３筆,"36,462,775",621.06,"36,462,775",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市柏の葉５−１−２,"1,416,777,948","38,709.78","1,416,777,948",市街化区域,第二種住居地域,60,200,地方公共団体等へ売払
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市根戸字高野台４４５−４１外２筆,"287,891,731","5,159.35","287,891,731",市街化区域,第一種中高層住居専用地域,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市根戸字高野台４６７−１００,"306,001,632","7,500.04","306,001,632",市街化区域,第一種中高層住居専用地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市根戸字高野台４６７−１０３,"279,906,006","5,905.19","279,906,006",市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市根戸字高野台４７１−１４,"63,211,123",833.48,"63,211,123",市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市正連寺字上留１８４−２,"3,494,578",254.8,"3,494,578",市街化調整区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市正連寺字丸山４５８−２外１筆,"22,316","2,631.83","22,316",市街化調整区域,準住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市高柳字向原１５２０−５６,"10,408,088",177,"10,408,088",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県柏市高柳字西向原１６４３−５,"24,468,152",350,"24,468,152",市街化区域,第一種低層住居専用地域,50,100,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県勝浦市墨名字峯山５６５−７３外２筆,"8,857,096",436.84,"8,857,096",非線引,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県勝浦市興津字家名４５−４,"55,487","2,228.15","55,487",非線引,第一種住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県市原市五井字下川田２０３６−１外１筆,"20,973,702",597.91,"20,973,702",市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県市原市五井字中川田２００４−１外４筆,"22,626,472",386.44,"22,626,472",市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県市原市五井字新宿４７５５−３,"12,390,249",335.8,"12,390,249",市街化区域,第一種住居地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県市原市五井字汐入田５１２８−３外１筆,"6,639,411",135.05,"6,639,411",市街化区域,商業地域,80,400,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県市原市八幡字五本松２０３６−１外１筆,"4,467,342",694.98,"4,467,342",市街化区域,第一種住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県市原市八幡海岸通１９４１−１,"33,701,808","2,076.79","33,701,808",市街化区域,準工業地域,60,200,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県市原市瀬又字馬見塚６７８−８,"11,148,718",488.03,"11,148,718",市街化区域,第一種住居地域,60,200,一般競争入札（売残）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県流山市古間木字水深５７,"212,516,091","5,383.17","212,516,091",市街化区域,第一種低層住居専用地域,60,150,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県流山市古間木字芳賀殿１３２−８,"191,379,509","5,458.01","191,379,509",市街化区域,第一種低層住居専用地域,60,150,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県流山市古間木字芳賀殿１６３−４外１筆,"64,563,670","1,763.49","64,563,670",市街化区域,第一種低層住居専用地域,60,150,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県流山市市野谷字宮尻６３７−３外１筆,"155,851,162","2,412.20","155,851,162",市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県流山市後平井字水深２８８−１外１筆,"43,654,703",603.79,"43,654,703",市街化区域,第一種低層住居専用地域,60,150,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県流山市思井字堀ノ内５３３−１外２筆,"69,093,019",924,"69,093,019",市街化区域,第一種低層住居専用地域,60,150,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県流山市木字堀向３５０−１外２筆,"153,971,162","2,053.07","153,971,162",市街化区域,第一種低層住居専用地域,60,150,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県流山市木字膝丸４０−１,"58,432,984",850,"58,432,984",市街化区域,第一種中高層住居専用地域,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県流山市東初石５−１６３−７外４筆,"440,812,988","6,541.77","440,812,988",市街化区域,第一種低層住居専用地域,60,150,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県流山市東初石６−１８１−１２８,"24,845,807",425.21,"24,845,807",市街化区域,第一種低層住居専用地域,60,150,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県流山市西平井字向地１３５４外２筆,"43,636,383","3,017.26","43,636,383",市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県流山市西平井字根郷前１３６６−２,"13,764,162",951.73,"13,764,162",市街化区域,第一種住居地域,60,200,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県流山市野々下１−１４４−１外１筆,"134,618,381","2,202.49","134,618,381",市街化区域,第一種低層住居専用地域,60,150,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県流山市野々下１−５６−１外１筆,"63,921,544","1,076.43","63,921,544",市街化区域,第一種低層住居専用地域,60,150,当分の間入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県流山市駒木台２０９−２外２筆,"84,682,647","2,047.81","84,682,647",市街化調整区域,都市計画用途地域指定なし,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県八千代市勝田台７−１４−１６,"35,243,000",352.43,"35,243,000",市街化区域,第一種低層住居専用地域,60,150,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県八千代市吉橋字石神１８９８−１外１筆,"11,614,968",440.96,"11,614,968",市街化区域,第一種低層住居専用地域,50,100,一般競争入札（未実施）
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県八千代市大和田新田字仲木戸前１１５６−６,"82,593,094","1,671.75","82,593,094",市街化区域,第二種住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県八千代市大和田新田字仲木戸前１１６４−１５,"94,965,739","1,589.93","94,965,739",市街化区域,第二種住居地域,60,200,直ちに入札実施が困難
財務省,関東財務局,千葉財務事務所,一般会計,普通財産,千葉県八千代市大和田新田字仲木戸前１１６４−３６,"33,836,893",682.18,"33,836,893",市街化区域,第二種住居地域,60,200,直ちに入札実施が困難
